run_id,trade_sequence,split,cap_m5_calendar,actual_hold_m5_calendar,would_force_exit_before_actual(실제 전 강제청산 여부),actual_net_profit_after_cost,actual_swap,tail_loss_ge_10,tail_hold_gt_96_m5,label_use(라벨 용도),claim_boundary(주장 경계)
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,2,validation,48,9,0,5.07,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,2,validation,96,9,0,5.07,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,2,validation,288,9,0,5.07,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,2,validation,672,9,0,5.07,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,3,validation,8,8,0,3.02,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,3,validation,12,8,0,3.02,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,3,validation,24,8,0,3.02,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,3,validation,48,8,0,3.02,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,3,validation,96,8,0,3.02,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,3,validation,288,8,0,3.02,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,3,validation,672,8,0,3.02,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,4,validation,8,8,0,-22.28,0.0,1,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,4,validation,12,8,0,-22.28,0.0,1,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,4,validation,24,8,0,-22.28,0.0,1,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,4,validation,48,8,0,-22.28,0.0,1,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,4,validation,96,8,0,-22.28,0.0,1,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,4,validation,288,8,0,-22.28,0.0,1,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,4,validation,672,8,0,-22.28,0.0,1,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,5,validation,8,8,0,8.58,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,5,validation,12,8,0,8.58,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,5,validation,24,8,0,8.58,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,5,validation,48,8,0,8.58,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,5,validation,96,8,0,8.58,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,5,validation,288,8,0,8.58,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,5,validation,672,8,0,8.58,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,6,validation,8,8,0,-9.02,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,6,validation,12,8,0,-9.02,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,6,validation,24,8,0,-9.02,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,6,validation,48,8,0,-9.02,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,6,validation,96,8,0,-9.02,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,6,validation,288,8,0,-9.02,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,6,validation,672,8,0,-9.02,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,7,validation,8,8,0,7.76,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,7,validation,12,8,0,7.76,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,7,validation,24,8,0,7.76,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,7,validation,48,8,0,7.76,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,7,validation,96,8,0,7.76,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,7,validation,288,8,0,7.76,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,7,validation,672,8,0,7.76,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,8,validation,8,8,0,12.72,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,8,validation,12,8,0,12.72,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,8,validation,24,8,0,12.72,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,8,validation,48,8,0,12.72,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,8,validation,96,8,0,12.72,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,8,validation,288,8,0,12.72,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,8,validation,672,8,0,12.72,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,9,validation,8,8,0,-2.93,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,9,validation,12,8,0,-2.93,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,9,validation,24,8,0,-2.93,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,9,validation,48,8,0,-2.93,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,9,validation,96,8,0,-2.93,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,9,validation,288,8,0,-2.93,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,9,validation,672,8,0,-2.93,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,10,validation,8,9,1,2.13,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,10,validation,12,9,0,2.13,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,10,validation,24,9,0,2.13,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,10,validation,48,9,0,2.13,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,10,validation,96,9,0,2.13,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,10,validation,288,9,0,2.13,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,10,validation,672,9,0,2.13,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,11,validation,8,10,1,1.33,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,11,validation,12,10,0,1.33,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,11,validation,24,10,0,1.33,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,11,validation,48,10,0,1.33,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,11,validation,96,10,0,1.33,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,11,validation,288,10,0,1.33,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,11,validation,672,10,0,1.33,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,12,validation,8,9,1,2.71,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,12,validation,12,9,0,2.71,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,12,validation,24,9,0,2.71,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,12,validation,48,9,0,2.71,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,12,validation,96,9,0,2.71,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,12,validation,288,9,0,2.71,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,12,validation,672,9,0,2.71,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,13,validation,8,13,1,0.87,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,13,validation,12,13,1,0.87,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,13,validation,24,13,0,0.87,0.0,0,0,calendar_hold_cap_supervision_only_not_hypothetical_pnl,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
