trade_sequence,split,expected_entry_timestamp,actual_entry_time,expected_actual_entry_delay_minutes,actual_exit_time,actual_entry_month,actual_entry_hour,entry_weekday,actual_side,expected_side,p_short,p_flat,p_long,long_margin,entry_score,exit_score,threshold,actual_net_profit_after_cost,expected_net_profit,net_profit_gap_actual_minus_expected,actual_profit_before_swap,actual_swap,actual_hold_m5_calendar,expected_held_m5,closed_balance_drawdown_percent,drawdown_increment_percent,tail_loss_ge_10,tail_loss_ge_20,tail_gain_ge_20,tail_hold_gt_12_m5,tail_hold_gt_96_m5,swap_drag_trade,drawdown_after_ge_10pct,drawdown_after_ge_20pct,drawdown_increment_positive,avoid_candidate_label,rescue_candidate_label,join_method(결합 방법),claim_boundary(주장 경계),log_return_1,log_return_3,hl_range,close_open_ratio,gap_percent,close_prev_close_ratio,return_zscore_20,hl_zscore_50,overnight_return,return_1_over_atr_14,close_ema20_ratio,close_ema50_ratio,ema9_ema20_diff,ema20_ema50_diff,ema50_ema200_diff,ema20_ema50_spread_zscore_50,sma50_sma200_ratio,rsi_14,rsi_50,rsi_14_slope_3,rsi_14_minus_50,stoch_kd_diff,stochrsi_kd_diff,ppo_hist_12_26_9,roc_12,trix_15,atr_14,atr_50,atr_14_over_atr_50,bollinger_width_20,bb_position_20,bb_squeeze,historical_vol_20,historical_vol_5_over_20,adx_14,di_spread_14,supertrend_10_3,vortex_indicator,is_us_cash_open,minutes_from_cash_open,is_first_30m_after_open,is_last_30m_before_cash_close,vix_change_1,vix_zscore_20,us10yr_change_1,us10yr_zscore_20,usdx_change_1,usdx_zscore_20,nvda_xnas_log_return_1,aapl_xnas_log_return_1,msft_xnas_log_return_1,amzn_xnas_log_return_1,mega8_equal_return_1,top3_weighted_return_1,mega8_pos_breadth_1,mega8_dispersion_5,us100_minus_mega8_equal_return_1,us100_minus_top3_weighted_return_1
305,validation,2025-04-28 18:05:00+00:00,2025-04-28 18:10:00,5.0,2025-04-28 18:50:00,2025-04,18,0,long,long,0.366565853357,0.266951233149,0.366482973099,-8.2880259e-05,-8.2880259e-05,-0.034389227629,-0.000562137088,-7.9,-12.25,4.35,-7.9,0.0,8,8,1.1894810409329566,1.0825921916325343,0,0,0,0,0,0,0,0,1,1,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,-5.7853453e-05,-0.003146084026,0.001413834631,0.999987065792,-4.4938435e-05,0.99994212389,0.090226203203,-0.127306014299,0.001321504242,-0.02797345072,0.99807882309,0.997938156128,-11.123964309692,-2.734757900238,37.053428649902,-2.34881567955,1.002392172813,42.336799621582,47.895435333252,-3.363240718842,-7.663200855255,-6.225978374481,-7.692649841309,-0.025079768151,-0.001663147006,-3.2989512e-05,40.035648345947,27.018690109253,1.481776118279,0.007081673946,0.194532036781,0.0,0.528543829918,0.47534134984,22.772415161133,-13.998336791992,-1.0,-0.248002320528,1.0,95.0,0.0,0.0,0.000427350431,1.570717453957,0.000268696807,1.753014087677,-0.000252387574,-0.978811562061,-0.001299666008,0.001482225489,-0.00048682373,0.000478354457,-0.000257343083,8.83915e-06,0.375,0.007048101164,0.000199491289,-6.6690925e-05
306,validation,2025-04-28 20:20:00+00:00,2025-04-28 20:25:00,5.0,2025-04-28 21:05:00,2025-04,20,0,long,long,0.356473892927,0.287519067526,0.35600695014,-0.000466942787,-0.000466942787,-0.0032107234,-0.000562137088,8.11,6.338,1.7719999999999994,8.11,0.0,8,8,0.0781110821810875,-1.111369958751869,0,0,0,0,0,0,0,0,0,0,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0.001545029227,-0.000520902511,0.002683346858,1.001539468765,6.78397e-06,1.001546263695,1.729063153267,0.515225410461,0.001321504242,0.801148116589,0.998812139034,0.995723903179,-21.251445770264,-59.597023010254,-52.595973968506,-1.171600103378,0.998273730278,42.273487091064,42.596206665039,0.34169024229,-7.726511478424,-3.204739093781,-2.789342880249,0.023115264252,-0.000344808359,-0.000280293345,37.041606903076,31.725551605225,1.167563796043,0.004880893044,0.382860213518,0.0,0.267315745354,0.953769922256,29.003835678101,-13.881485939026,-1.0,-0.09584312886,1.0,230.0,0.0,0.0,-0.003680981696,1.649535059929,-0.000178842893,1.047686338425,0.000202468087,-1.377732753754,0.00319940038,0.001872255118,0.001704765949,0.001619083923,0.002453009598,0.001988867298,1.0,0.001750406111,-0.000906786299,-0.000442643941
307,validation,2025-04-28 21:10:00+00:00,2025-04-28 21:15:00,5.0,2025-04-28 22:00:00,2025-04,21,0,long,long,0.338095903397,0.314732015133,0.347172051668,0.009076148272,0.009076148272,-0.050954699516,-0.000562137088,4.96,5.725,-0.7649999999999997,4.96,0.0,9,8,0.0,-0.0781110821810875,0,0,0,0,0,0,0,0,0,0,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,7.1131384e-05,0.001129873446,0.000837451371,1.000084161758,-1.298064e-05,1.000071167946,-0.184862658381,-1.719368577003,0.001321504242,0.044165644795,1.00204205513,1.000222206116,9.969164848328,-34.973094940186,-60.34122467041,0.01246460434,0.99630010128,58.260963439941,47.710552215576,1.312485098839,8.26096534729,0.626392245293,0.0,0.073846116662,0.004144657403,-0.000121379162,31.021793365479,30.717586517334,1.009903311729,0.006339692976,0.93809825182,0.0,0.244721323252,0.435715943575,23.001974105835,7.658699989319,-1.0,0.35075378418,1.0,280.0,0.0,0.0,0.0,-0.813226282597,0.0,-1.048167347908,-0.000354068237,-0.308295965195,-0.00140377169,0.000524196425,0.000693098584,-0.000214984408,-3.9691506e-05,0.000318606268,0.5,0.002806436038,0.000110825415,-0.000247472344
308,validation,2025-04-29 16:50:00+00:00,2025-04-29 16:55:00,5.0,2025-04-29 17:35:00,2025-04,16,1,long,long,0.384910732508,0.216990798712,0.398098498583,0.013187766075,0.013187766075,-0.002119392157,-0.000562137088,2.17,-2.175,4.345,2.17,0.0,8,8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0.002244191477,0.003458669642,0.002911601216,1.002220869064,2.5824273e-05,1.00224673748,1.612458109856,1.794026613235,-0.005011572037,1.240299224854,1.002815365791,1.001277089119,-5.886092185974,-29.729475021362,-25.07106590271,-1.076489210129,0.998115599155,58.798778533936,50.159908294678,4.514402866364,8.798780441284,12.549060821533,13.432246208191,0.039429284632,8.9159628e-05,-0.000157580027,35.150978088379,23.932224273682,1.468771934509,0.009270139039,0.804596245289,0.0,0.367796212435,0.988083183765,25.702714920044,11.871072769165,-1.0,-0.016303420067,1.0,20.0,1.0,0.0,-0.004199916031,-1.571180701256,0.000446747668,2.015662908554,0.000586533977,0.242378234863,0.00091877993,0.002660207683,0.00389705156,0.003846887965,0.002705808729,0.003056095913,1.0,0.007206711918,-0.00045909718,-0.000809384161
309,validation,2025-04-29 17:35:00+00:00,2025-04-29 17:40:00,5.0,2025-04-29 18:20:00,2025-04,17,1,long,long,0.368120223284,0.241993248463,0.389886558056,0.021766334772,0.021766334772,0.002509027719,-0.000562137088,-4.41,2.425,-6.835,-4.41,0.0,8,8,0.5989487837672614,0.5989487837672614,0,0,0,0,0,0,0,0,1,1,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0.001912890933,-0.000598572369,0.002226655604,1.001940608025,-2.5790971e-05,1.001914739609,1.145197987556,0.558742463589,-0.005011572037,0.897570610046,1.001648902893,1.001613616943,16.710302352905,-0.681395053864,-14.281205177307,1.941267490387,0.997705161572,56.032909393311,51.193515777588,-1.067592144012,6.032909870148,-6.187725543976,-9.17449760437,0.034662947059,0.004427522421,4.5478511e-05,41.435264587402,28.064056396484,1.476453185081,0.012396194041,0.743702113628,0.0,0.427736401558,0.850593447685,21.976068496704,4.990901470184,-1.0,0.316036760807,1.0,65.0,0.0,0.0,-0.005845511332,-0.314165949821,-0.000267713738,1.029583096504,0.0,-0.206558600068,0.00266924547,0.000568720396,0.001726546092,0.00301010767,0.001958638895,0.001508085872,0.875,0.007241437212,-4.3917244e-05,0.00040663578
310,validation,2025-04-29 18:20:00+00:00,2025-04-29 18:25:00,5.0,2025-04-29 19:05:00,2025-04,18,1,long,long,0.373975992203,0.251372039318,0.374652117491,0.000676125288,0.000676125288,-0.007492542267,-0.000562137088,5.16,0.837,4.323,5.16,0.0,8,8,0.0,-0.5989487837672614,0,0,0,0,0,0,0,0,0,0,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,-0.001736681093,-0.002642673906,0.002291835612,0.998270988464,-6.169507e-06,0.998264849186,-1.381624221802,0.595894396305,-0.005011572037,-0.829581022263,0.999326050282,1.00024831295,17.266567230225,17.915397644043,0.845062553883,2.099533081055,0.998025000095,49.164070129395,50.146755218506,-3.431656837463,-0.835931301117,-12.149765014648,-19.160383224487,-0.002280759159,-0.000958561141,0.000163693287,40.612594604492,30.019380569458,1.352879166603,0.007062670309,0.379221439362,0.0,0.390864670277,0.778563380241,23.440143585205,4.721187114716,-1.0,-0.080229327083,1.0,110.0,0.0,0.0,0.004219409078,0.76552438736,8.9221983e-05,1.576332807541,-2.0212025e-05,0.423964589834,-0.000644893851,-0.001280258177,-0.001170990174,-0.002096718643,-0.001490446622,-0.001124030678,0.0,0.001815544791,-0.000244727242,-0.000611143245
311,validation,2025-04-29 19:05:00+00:00,2025-04-29 19:10:00,5.0,2025-04-29 19:50:00,2025-04,19,1,long,long,0.35662522912,0.286691427231,0.356683433056,5.8203936e-05,5.8203936e-05,-0.004922568798,-0.000562137088,-9.06,-0.425,-8.635,-9.06,0.0,8,8,1.229241289482246,1.229241289482246,0,0,0,0,0,0,0,0,1,1,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0.002018228406,0.000847931078,0.002337243175,1.002001166344,1.904455e-05,1.00202023983,1.441082835197,0.454304516315,-0.005011572037,0.968432545662,1.001491546631,1.002378463745,8.822929382324,17.199548721313,7.4705286026,1.330208301544,0.998284399509,55.923801422119,52.835372924805,0.66035926342,5.923803329468,-0.644545674324,-2.299929380417,-0.007777967956,-3.85245e-05,0.000114800598,40.611289978027,31.843698501587,1.275332093239,0.005112135783,0.72579818964,1.0,0.342416971922,1.035061240196,17.796142578125,5.475728988647,-1.0,0.001093976083,1.0,155.0,0.0,0.0,-0.004237288143,-1.376548290253,0.000178475821,0.974482774734,-0.000485147408,-0.731999099255,0.001284639584,0.001802999177,0.001552854665,0.002676374512,0.002315560821,0.001591731678,1.0,0.00242366083,-0.00029529442,0.00042853487
312,validation,2025-04-29 20:50:00+00:00,2025-04-29 20:55:00,5.0,2025-04-29 21:35:00,2025-04,20,1,long,long,0.367938637733,0.25198456645,0.380076766014,0.012138128281,0.012138128281,0.002385139465,-0.000562137088,1.47,1.625,-0.15500000000000003,1.47,0.0,8,8,1.029794855096049,-0.19944643438619702,0,0,0,0,0,0,0,0,0,0,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0.002517059911,0.004635310266,0.003351518419,1.00252020359,0.0,1.00252020359,1.796157956123,1.727194070816,-0.005011572037,1.387269616127,1.004575252533,1.005422592163,18.229234695435,16.39691734314,17.581233978271,0.668895304203,1.000165820122,66.910285949707,56.29044342041,4.430781841278,16.910285949707,5.97784948349,3.264077663422,0.053573671728,0.007319067139,2.3387945e-05,35.50414276123,32.472625732422,1.093356132507,0.00768640032,1.148336291313,0.0,0.357398241758,0.759059071541,15.704070091248,15.659449577332,-1.0,0.250740170479,1.0,260.0,0.0,0.0,0.000430107524,-1.404660701752,0.0,-0.826474547386,5.0555605e-05,0.881577312946,0.005031802226,0.002322000917,0.002008517738,0.002406225307,0.003313971218,0.002574817277,1.0,0.002069980837,-0.000793740794,-5.4587068e-05
313,validation,2025-04-30 17:10:00+00:00,2025-04-30 17:15:00,5.0,2025-04-30 17:55:00,2025-04,17,2,long,long,0.372977465391,0.224620580673,0.402401775122,0.029424309731,0.029424309731,0.010474324226,-0.000562137088,6.43,10.612,-4.182,6.43,0.0,8,8,0.1573863019646109,-0.8724085531314381,0,0,0,0,0,0,0,0,0,0,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0.002554526087,0.002279109554,0.003611022839,1.002544641495,1.311688e-05,1.002557754517,1.624564290047,1.320516228676,-0.017562476918,0.936696529388,0.997588455677,0.991684317589,-59.189548492432,-114.038101196289,-121.59838104248,-1.771535277367,0.995130777359,39.085880279541,35.125713348389,5.025990962982,-10.914120674133,7.029873371124,8.713497161865,0.003720213193,-0.001268526772,-0.000577196304,52.177722930908,30.001333236694,1.739180207253,0.013290903531,0.362239420414,0.0,0.518303573132,1.192901968956,64.775047302246,-21.583633422852,-1.0,-0.255025357008,1.0,40.0,0.0,0.0,-0.003974562977,1.116176724434,-0.000980130048,0.093115881085,2.0143218e-05,2.287858486176,0.003610112239,0.00115512358,0.002202786738,0.003672996536,0.003379127476,0.002091385191,1.0,0.005408259109,-0.000821335765,0.000466406462
314,validation,2025-04-30 17:55:00+00:00,2025-04-30 18:00:00,5.0,2025-04-30 18:40:00,2025-04,18,2,long,long,0.375540524721,0.235093995929,0.389365583658,0.013825058937,0.013825058937,-0.022502273321,-0.000562137088,7.48,10.162,-2.6820000000000004,7.48,0.0,8,8,0.0,-0.1573863019646109,0,0,0,0,0,0,0,0,0,0,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,-0.000422631187,0.000592608936,0.00346870278,0.999577462673,0.0,0.999577462673,-0.316446661949,1.009317755699,-0.017562476918,-0.157908976078,1.001420497894,0.998028934002,9.193085670471,-65.184265136719,-126.394958496094,-0.282093197107,0.993307828903,52.402328491211,43.325817108154,0.298477679491,2.402327537537,-0.355753004551,-1.665136218071,0.113865636289,0.007566355634,-0.000259700057,51.400302886963,33.318744659424,1.542684316635,0.013053703122,0.744591534138,0.0,0.50708091259,0.545218229294,39.02933883667,-1.915910482407,-1.0,0.362269550562,1.0,85.0,0.0,0.0,-0.002008032054,0.05969838798,0.000267332012,1.416044235229,-0.000936612487,-0.491046369076,-0.000188448132,-0.000191268584,7.7240955e-05,-0.002324166941,-0.000811866077,-4.8024591e-05,0.375,0.002691302914,0.000389324181,-0.000374517287
315,validation,2025-04-30 20:30:00+00:00,2025-04-30 20:35:00,5.0,2025-04-30 21:15:00,2025-04,20,2,long,long,0.372706383467,0.250430464745,0.376863151789,0.004156768322,0.004156768322,0.000143617392,-0.000562137088,2.73,4.812,-2.0820000000000003,2.73,0.0,8,8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0.002717089141,0.004844152369,0.00298474147,1.002714514732,6.218935e-06,1.002720832825,2.060305118561,0.580752551556,-0.017562476918,1.363626122475,1.002564668655,1.003189086914,6.951367378235,12.013215065002,-67.307716369629,1.051098108292,0.993139982224,60.116847991943,52.20043182373,5.676201343536,10.116848945618,20.144218444824,26.459642410278,-0.009865216911,0.003709100652,0.00011184148,38.605041503906,35.194717407227,1.096898794174,0.005363021977,0.901969313622,0.0,0.3482632339,1.426490426064,14.059423446655,3.273370742798,-1.0,0.051812764257,1.0,240.0,0.0,0.0,-0.009736307897,-0.615377008915,0.000267498894,0.57616597414,-0.000121021418,-2.074131965637,0.003575801384,0.001849788241,0.002362246159,0.002976848977,0.002999262186,0.0023900948,1.0,0.001027760562,-0.000278478314,0.000330688927
316,validation,2025-04-30 21:15:00+00:00,2025-04-30 21:20:00,5.0,2025-04-30 22:00:00,2025-04,21,2,long,long,0.362675309181,0.257155895233,0.38016885519,0.017493546009,0.017493546009,-0.02125453949,-0.000562137088,-6.76,-2.238,-4.522,-6.76,0.0,8,8,0.9060569100242586,0.9060569100242586,0,0,0,0,0,0,0,0,1,1,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0.000579765299,0.00213364698,0.003264806932,1.000554084778,2.5774816e-05,1.000579953194,0.138312399387,1.161137223244,-0.017562476918,0.268132537603,1.003074884415,1.004841089249,26.622381210327,34.011447906494,-40.291427612305,1.156954884529,0.995834052563,64.337265014648,55.074069976807,1.952609062195,14.337268829346,-4.521255970001,5.414006233215,0.024912500754,0.008056126535,0.000181023352,41.98119354248,36.511878967285,1.149795532227,0.008999863639,0.89198666811,0.0,0.358538925648,0.744269192219,17.299253463745,17.015211105347,-1.0,0.30757111311,1.0,285.0,0.0,0.0,-0.002478314796,-1.537466526031,-0.000445553364,-0.63887655735,-0.000332530559,0.148926258087,0.001397754531,-0.00104014005,0.000306999602,0.001644737204,0.000758634531,5.0612933e-05,0.75,0.001763545675,-0.000178701128,0.000529320445
317,validation,2025-05-01 16:50:00+00:00,2025-05-01 16:55:00,5.0,2025-05-01 17:35:00,2025-05,16,3,long,long,0.370510935783,0.249593600631,0.379895478487,0.009384542704,0.009384542704,0.016617238522,-0.000562137088,5.58,2.437,3.1430000000000002,5.58,0.0,8,8,0.1581578629924089,-0.7478990470318497,0,0,0,0,0,0,0,0,0,0,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0.001971751684,0.001700424007,0.002850761171,1.001973748207,0.0,1.001973748207,2.238526344299,2.515795707703,0.017197767273,1.271511912346,1.000140666962,0.999598324299,-12.784581184387,-10.777022361755,81.532684326172,-2.226566076279,1.002408981323,49.399669647217,50.586460113525,4.699004173279,-0.600329518318,12.474143981934,12.895109176636,-0.011884267442,-0.000353262818,-8.2829822e-05,30.83512878418,21.219696044922,1.453137040138,0.005504065659,0.488636821508,0.0,0.252199947834,1.542925238609,30.717998504639,-10.423633575439,-1.0,-0.096597120166,1.0,20.0,1.0,0.0,-0.000427167863,0.786765217781,0.000266737799,0.728525400162,0.000200660172,0.611868917942,0.004415798001,-0.000945134962,-0.002236544155,0.003176622791,0.001753780525,-0.000840838067,0.625,0.03105539456,0.000219916241,0.002814534819
318,validation,2025-05-01 17:35:00+00:00,2025-05-01 17:40:00,5.0,2025-05-01 18:20:00,2025-05,17,3,long,long,0.359398961067,0.277351409197,0.363249540329,0.003850579262,0.003850579262,0.017844259739,-0.000562137088,8.28,9.137,-0.8570000000000011,8.28,0.0,8,8,0.0,-0.1581578629924089,0,0,0,0,0,0,0,0,0,0,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1.9101544e-05,0.003083587158,0.001470302115,1.000081896782,-6.2834624e-05,1.000019073486,-0.031644079834,0.058355595917,0.017197767273,0.009641772136,1.002146840096,1.001583814621,2.961345434189,-11.158252716064,67.278587341309,-1.163313984871,1.001516342163,57.53589630127,53.059795379639,3.406729459763,7.535896778107,13.871477127075,6.796711921692,0.046822030097,0.003164218739,-0.000102738442,39.412593841553,26.038331985474,1.513637423515,0.006866810843,0.86730235815,0.0,0.385498851538,0.451391398907,26.083379745483,-0.36933234334,-1.0,0.013149397448,1.0,65.0,0.0,0.0,0.006451612804,0.347067952156,0.000267713738,-1.719502091408,0.000470522267,1.948093414307,0.000705903163,-0.0006142942,0.000649441034,-0.000370164722,0.000920377963,0.000283159607,0.625,0.007049218751,-0.000901276246,-0.00026405789
319,validation,2025-05-01 18:20:00+00:00,2025-05-01 18:25:00,5.0,2025-05-01 19:05:00,2025-05,18,3,long,long,0.342102378607,0.300614118576,0.357283502817,0.01518112421,0.01518112421,-0.020795971155,-0.000562137088,-11.65,-15.363,3.712999999999999,-11.65,0.0,8,8,1.546754470983429,1.546754470983429,1,0,0,0,0,0,0,0,1,1,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0.000894114957,0.002214245265,0.001949379104,1.000894546509,0.0,1.000894546509,0.293198317289,0.468208521605,0.017197767273,0.530801475048,1.004415750504,1.005752682686,38.289489746094,26.47797203064,82.795616149902,1.865392565727,1.001682162285,71.417144775391,60.234497070312,1.904465079308,21.417148590088,-0.415496885777,0.658481061459,0.073628291488,0.008760819212,0.000130279819,33.715042114258,26.369060516357,1.278583407402,0.013965107501,0.91573792696,0.0,0.354740530252,0.378856629133,26.377668380737,19.402862548828,-1.0,0.803555607796,1.0,110.0,0.0,0.0,0.0,-0.370999246836,-0.000535427476,-0.998551309109,0.000770277285,1.15461063385,0.010605297051,-0.003092930885,0.001432565739,-0.000943841529,0.000917637604,0.00149189902,0.375,0.004560172092,-2.3122804e-05,-0.000597384293
320,validation,2025-05-01 20:05:00+00:00,2025-05-01 20:10:00,5.0,2025-05-01 20:50:00,2025-05,20,3,long,long,0.369672298431,0.245079264045,0.385248422623,0.015576124191,0.015576124191,-0.000734359026,-0.000562137088,-3.87,-4.65,0.7800000000000002,-3.87,0.0,8,8,2.060569046322985,0.513814575339556,0,0,0,0,0,0,0,0,1,1,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0.002850880148,0.003033395624,0.003009696724,1.002861022949,-6.049686e-06,1.002854943275,2.508962631226,1.370870471001,0.017197767273,1.544203400612,1.000966787338,1.000479578972,-13.325033187866,-9.678730964661,59.92456817627,-0.743784189224,1.001056790352,52.728900909424,51.122486114502,4.24461889267,2.728900671005,17.12640953064,16.392524719238,-0.007777572144,0.001699513872,-8.8419321e-05,36.777328491211,29.935775756836,1.228541016579,0.008493258618,0.576340794563,0.0,0.328063696623,1.204731941223,25.964418411255,-5.135984420776,-1.0,-0.153857216239,1.0,215.0,0.0,0.0,-0.008417508565,-0.677962958813,0.0,1.90874838829,0.000380053214,-0.860689640045,0.003354522865,0.003012759378,0.002848472679,0.003697643057,0.003444293747,0.00297846226,1.0,0.001040287782,-0.000589346106,-0.00012351459
321,validation,2025-05-01 20:50:00+00:00,2025-05-01 20:55:00,5.0,2025-05-01 21:35:00,2025-05,20,3,long,long,0.342261761427,0.311994999647,0.345743328333,0.003481566906,0.003481566906,0.006239563227,-0.000562137088,4.24,3.913,0.3270000000000004,4.24,0.0,8,8,1.4976300800594915,-0.5629389662634936,0,0,0,0,0,0,0,0,0,0,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0.000994505594,-0.001841879101,0.001761538908,1.001001000404,-6.045571e-06,1.00099503994,0.907145619392,-0.100512251258,0.017197767273,0.607490479946,0.999318897724,0.999171257019,-2.06526017189,-2.937294244766,56.542701721191,-0.315094470978,1.001273870468,46.923271179199,49.428810119629,-2.360970020294,-3.076728343964,-12.536775588989,-16.117315292358,0.000178050206,0.001859105309,-2.9160547e-05,32.543148040771,29.493476867676,1.10340154171,0.005803163629,0.482682168484,0.0,0.312335133553,0.897944569588,19.705257415771,-13.564140319824,-1.0,-0.0899553895,1.0,260.0,0.0,0.0,-0.002535925712,-0.246717587113,-0.000536097214,-1.437806367874,-9.9934041e-05,0.588997006416,0.000972375739,0.001977867447,0.000934361189,0.001002030564,0.001766028116,0.001250721398,1.0,0.002520645736,-0.000771027757,-0.000255721039
322,validation,2025-05-01 21:35:00+00:00,2025-05-01 21:40:00,5.0,2025-05-02 16:50:00,2025-05,21,3,long,long,0.322703927755,0.333937108517,0.34335899353,0.009421885014,0.009421885014,0.055079013109,-0.000562137088,3.16,7.465,-4.305,3.53,-0.37,230,8,1.0780812278442364,-0.41954885221525506,0,0,0,1,1,1,0,0,0,1,0,sequence_order_expected_trade_to_mt5_closed_trade_plus_entry_timestamp_probability_feature,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0.000320374733,-0.000696134695,0.000803318922,1.000313878059,6.529057e-06,1.00032043457,0.105790905654,-1.312467694283,0.017197767273,0.218439728022,1.001015663147,1.001301527023,8.921434402466,5.679721832275,56.062629699707,0.05299641192,1.001800656319,55.405891418457,52.322353363037,-1.44506072998,5.405889511108,-4.706216335297,-9.268074989319,0.01954735443,0.000590285577,2.1709689e-05,29.216499328613,28.90327835083,1.010836839676,0.004868054297,0.729301333427,0.0,0.282532811165,0.805584430695,15.134741783142,-2.43018245697,-1.0,0.004719362129,1.0,305.0,0.0,0.0,-0.000429000444,-1.360003113747,0.000268456381,-1.007189393044,-0.000429682026,-0.363313317299,0.00017599437,0.000141007258,0.001882736338,0.001105234143,0.000517781882,0.001107813558,0.75,0.002182391938,-0.00019735581,-0.000787387486
