run_id,slice_id,group_columns,group_values,trade_count,net_profit_after_cost,profit_factor_after_cost,expectancy_after_cost,avoid_label_rate,tail_loss_ge_10_rate,tail_hold_gt_96_rate,max_drawdown_after_percent,median_hold_m5_calendar,claim_boundary(주장 경계)
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,oos|adx_extreme|vol_compressed,56,-146.76,0.461134569,-2.620714,0.5,0.196429,0.035714,8.100572,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,oos|adx_extreme|vol_expanded,14,6.48,1.146872167,0.462857,0.428571,0.071429,0.0,4.796797,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,oos|adx_extreme|vol_extreme,2,-4.15,0.510035419,-2.075,0.5,0.0,0.0,2.130342,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,oos|adx_extreme|vol_normal,30,12.51,1.18372742,0.417,0.366667,0.066667,0.0,7.900375,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,oos|adx_low|vol_compressed,43,85.16,1.643008155,1.980465,0.55814,0.093023,0.209302,6.839178,9.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,oos|adx_low|vol_expanded,14,59.09,2.682996297,4.220714,0.357143,0.071429,0.214286,7.031495,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,oos|adx_low|vol_extreme,7,17.47,1.700481155,2.495714,0.428571,0.142857,0.0,8.030792,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,oos|adx_low|vol_normal,22,44.38,1.964782609,2.017273,0.363636,0.090909,0.0,7.328743,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,oos|adx_mid|vol_compressed,63,138.31,1.992251955,2.195397,0.47619,0.031746,0.063492,7.504891,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,oos|adx_mid|vol_expanded,24,48.74,1.715397035,2.030833,0.333333,0.125,0.125,6.862969,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,oos|adx_mid|vol_extreme,12,-27.82,0.333812261,-2.318333,0.666667,0.0,0.083333,6.991349,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,oos|adx_mid|vol_normal,39,101.74,2.276697202,2.608718,0.564103,0.051282,0.102564,7.354395,9.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,oos|adx_trend|vol_compressed,66,78.88,1.57146997,1.195152,0.409091,0.075758,0.060606,6.725778,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,oos|adx_trend|vol_expanded,25,38.03,1.559593879,1.5212,0.52,0.12,0.0,8.153587,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,oos|adx_trend|vol_extreme,13,20.43,1.474344091,1.571538,0.461538,0.153846,0.0,7.654874,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,oos|adx_trend|vol_normal,34,-60.25,0.421895989,-1.772059,0.5,0.147059,0.029412,8.549359,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,validation|adx_extreme|vol_compressed,68,-110.69,0.604749152,-1.627794,0.617647,0.117647,0.073529,28.616135,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,validation|adx_extreme|vol_expanded,24,14.21,1.197443379,0.592083,0.5,0.083333,0.041667,10.348968,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,validation|adx_extreme|vol_extreme,3,59.45,,19.816667,0.0,0.0,0.0,0.0,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,validation|adx_extreme|vol_normal,33,-63.46,0.497306717,-1.92303,0.575758,0.090909,0.121212,16.482297,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,validation|adx_low|vol_compressed,42,58.97,1.640212789,1.404048,0.5,0.071429,0.119048,22.608348,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,validation|adx_low|vol_expanded,17,9.69,1.288478714,0.57,0.411765,0.058824,0.117647,22.442779,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,validation|adx_low|vol_extreme,9,69.82,10.044041451,7.757778,0.222222,0.0,0.111111,5.512766,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,validation|adx_low|vol_normal,25,-117.26,0.311329066,-4.6904,0.6,0.2,0.16,22.79393,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,validation|adx_mid|vol_compressed,84,201.8,1.905135681,2.402381,0.452381,0.083333,0.107143,27.371639,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,validation|adx_mid|vol_expanded,37,35.89,1.494966212,0.97,0.405405,0.054054,0.0,17.93057,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,validation|adx_mid|vol_extreme,12,-7.68,0.839598997,-0.64,0.5,0.083333,0.083333,23.416178,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,validation|adx_mid|vol_normal,50,-100.55,0.55901057,-2.011,0.5,0.14,0.1,28.170372,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,validation|adx_trend|vol_compressed,64,167.58,2.054891099,2.618438,0.5,0.03125,0.109375,31.747389,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,validation|adx_trend|vol_expanded,46,131.88,2.065955383,2.866957,0.5,0.108696,0.130435,33.998035,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,validation|adx_trend|vol_extreme,17,24.99,1.523789562,1.47,0.411765,0.117647,0.0,31.281613,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,adx_vol,split|adx_bucket|vol_bucket,validation|adx_trend|vol_normal,52,31.79,1.273462366,0.611346,0.576923,0.038462,0.038462,34.167243,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,rsi_bbpos,split|rsi_bucket|bbpos_bucket,oos|rsi_high_mid|bb_high,72,48.4,1.196684005,0.672222,0.513889,0.097222,0.069444,8.100572,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,rsi_bbpos,split|rsi_bucket|bbpos_bucket,oos|rsi_high_mid|bb_low,2,28.72,,14.36,0.0,0.0,0.0,3.747364,9.5,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,rsi_bbpos,split|rsi_bucket|bbpos_bucket,oos|rsi_high_mid|bb_mid_high,122,44.23,1.136138385,0.362541,0.45082,0.090164,0.057377,8.15696,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,rsi_bbpos,split|rsi_bucket|bbpos_bucket,oos|rsi_high_mid|bb_mid_low,12,32.99,2.521678967,2.749167,0.333333,0.0,0.0,8.549359,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,rsi_bbpos,split|rsi_bucket|bbpos_bucket,oos|rsi_hot|bb_high,76,170.61,2.499340891,2.244868,0.381579,0.052632,0.039474,6.556405,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,rsi_bbpos,split|rsi_bucket|bbpos_bucket,oos|rsi_hot|bb_mid_high,17,-47.86,0.326768885,-2.815294,0.705882,0.117647,0.058824,6.572496,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,rsi_bbpos,split|rsi_bucket|bbpos_bucket,oos|rsi_low_mid|bb_low,32,55.99,1.487250892,1.749687,0.65625,0.125,0.21875,8.153587,9.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,rsi_bbpos,split|rsi_bucket|bbpos_bucket,oos|rsi_low_mid|bb_mid_high,20,32.4,1.624397765,1.62,0.35,0.15,0.1,8.000305,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,rsi_bbpos,split|rsi_bucket|bbpos_bucket,oos|rsi_low_mid|bb_mid_low,92,6.65,1.019129534,0.072283,0.467391,0.141304,0.032609,7.654874,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,rsi_bbpos,split|rsi_bucket|bbpos_bucket,oos|rsi_weak|bb_low,19,40.11,2.839064649,2.111053,0.473684,0.0,0.157895,5.579973,9.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,rsi_bbpos,split|rsi_bucket|bbpos_bucket,validation|rsi_high_mid|bb_high,76,204.98,2.374229016,2.697105,0.513158,0.065789,0.105263,33.998035,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,rsi_bbpos,split|rsi_bucket|bbpos_bucket,validation|rsi_high_mid|bb_low,2,-2.84,0.626806833,-1.42,0.5,0.0,0.0,1.533718,10.5,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,rsi_bbpos,split|rsi_bucket|bbpos_bucket,validation|rsi_high_mid|bb_mid_high,124,170.75,1.402086375,1.377016,0.467742,0.120968,0.096774,34.167243,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,rsi_bbpos,split|rsi_bucket|bbpos_bucket,validation|rsi_high_mid|bb_mid_low,28,75.11,2.160537701,2.6825,0.535714,0.071429,0.107143,23.905608,8.5,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,rsi_bbpos,split|rsi_bucket|bbpos_bucket,validation|rsi_hot|bb_high,104,0.86,1.002505901,0.008269,0.442308,0.105769,0.048077,28.616135,8.0,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
