run_id,variant_id,split,source_scope_id,threshold_id,threshold,target_trade_day,exit_policy_id,max_hold_bars,force_same_day_flat,desired_long_rows,desired_long_density,proxy_trade_count,proxy_trade_density_per_feature_day,cost_0_30_net_profit,cost_0_30_gross_profit,cost_0_30_gross_loss,cost_0_30_profit_factor,cost_0_30_expectancy,win_rate,max_drawdown_cost_0_30,recovery_factor_cost_0_30,max_hold_observed_bars,strict_success,soft_density_positive,no_trade_splitting_status,proxy_boundary,claim_boundary
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max12,validation,q05_long_dense_flat_fill,validation_dense_target_3_0,0.556657373905,3.0,close_on_flat_m5_max12,12,False,549,3.0,278,1.5191256831,36.959,361.251,-324.292,1.1139682755,0.1329460432,0.4532374101,-33.339,1.1085815411,9,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max12,oos,q05_long_dense_flat_fill,validation_dense_target_3_0,0.556657373905,3.0,close_on_flat_m5_max12,12,False,534,4.0763358779,243,1.8549618321,-9.049,326.732,-335.781,0.9730508873,-0.0372386831,0.4938271605,-83.675,-0.1081446071,12,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max24,validation,q05_long_dense_flat_fill,validation_dense_target_3_0,0.556657373905,3.0,close_on_flat_m5_max24,24,False,549,3.0,278,1.5191256831,36.959,361.251,-324.292,1.1139682755,0.1329460432,0.4532374101,-33.339,1.1085815411,9,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__close_on_flat_m5_max24,oos,q05_long_dense_flat_fill,validation_dense_target_3_0,0.556657373905,3.0,close_on_flat_m5_max24,24,False,534,4.0763358779,242,1.8473282443,-8.749,326.207,-334.956,0.9738801514,-0.0361528926,0.4958677686,-83.675,-0.1045593068,13,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__same_day_flat_m5_max24,validation,q05_long_dense_flat_fill,validation_dense_target_3_0,0.556657373905,3.0,same_day_flat_m5_max24,24,True,549,3.0,278,1.5191256831,36.959,361.251,-324.292,1.1139682755,0.1329460432,0.4532374101,-33.339,1.1085815411,9,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_3_0__same_day_flat_m5_max24,oos,q05_long_dense_flat_fill,validation_dense_target_3_0,0.556657373905,3.0,same_day_flat_m5_max24,24,True,534,4.0763358779,243,1.8549618321,-9.049,326.207,-335.256,0.9730086859,-0.0372386831,0.4938271605,-83.975,-0.1077582614,13,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_5_0__close_on_flat_m5_max6,validation,q05_long_dense_flat_fill,validation_dense_target_5_0,0.535799920559,5.0,close_on_flat_m5_max6,6,False,915,5.0,426,2.3278688525,7.452,569.56,-562.108,1.0132572388,0.0174929577,0.4765258216,-86.431,0.0862190649,6,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_5_0__close_on_flat_m5_max6,oos,q05_long_dense_flat_fill,validation_dense_target_5_0,0.535799920559,5.0,close_on_flat_m5_max6,6,False,858,6.5496183206,345,2.6335877863,-7.041,519.874,-526.915,0.9866373134,-0.0204086957,0.4782608696,-113.958,-0.0617859211,6,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_5_0__close_on_flat_m5_max12,validation,q05_long_dense_flat_fill,validation_dense_target_5_0,0.535799920559,5.0,close_on_flat_m5_max12,12,False,915,5.0,402,2.1967213115,14.652,551.147,-536.495,1.0273105994,0.0364477612,0.4800995025,-85.231,0.1719092818,12,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_5_0__close_on_flat_m5_max12,oos,q05_long_dense_flat_fill,validation_dense_target_5_0,0.535799920559,5.0,close_on_flat_m5_max12,12,False,858,6.5496183206,321,2.4503816794,0.159,507.711,-507.552,1.0003132684,0.0004953271,0.4735202492,-109.458,0.001452612,12,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_5_0__close_on_flat_m5_max24,validation,q05_long_dense_flat_fill,validation_dense_target_5_0,0.535799920559,5.0,close_on_flat_m5_max24,24,False,915,5.0,401,2.1912568306,14.952,551.447,-536.495,1.0278697844,0.037286783,0.4788029925,-85.231,0.1754291279,17,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_5_0__close_on_flat_m5_max24,oos,q05_long_dense_flat_fill,validation_dense_target_5_0,0.535799920559,5.0,close_on_flat_m5_max24,24,False,858,6.5496183206,315,2.4045801527,1.959,502.886,-500.927,1.0039107495,0.0062190476,0.4761904762,-108.258,0.0180956604,17,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_5_0__same_day_flat_m5_max24,validation,q05_long_dense_flat_fill,validation_dense_target_5_0,0.535799920559,5.0,same_day_flat_m5_max24,24,True,915,5.0,401,2.1912568306,14.952,551.447,-536.495,1.0278697844,0.037286783,0.4788029925,-85.231,0.1754291279,17,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_5_0__same_day_flat_m5_max24,oos,q05_long_dense_flat_fill,validation_dense_target_5_0,0.535799920559,5.0,same_day_flat_m5_max24,24,True,858,6.5496183206,316,2.4122137405,1.659,502.886,-501.227,1.0033098776,0.00525,0.4746835443,-108.558,0.0152821533,17,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_7_0__close_on_flat_m5_max6,validation,q05_long_dense_flat_fill,validation_dense_target_7_0,0.519390165806,7.0,close_on_flat_m5_max6,6,False,1281,7.0,530,2.8961748634,33.054,787.027,-753.973,1.0438397661,0.0623660377,0.4754716981,-105.959,0.3119508489,6,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_7_0__close_on_flat_m5_max6,oos,q05_long_dense_flat_fill,validation_dense_target_7_0,0.519390165806,7.0,close_on_flat_m5_max6,6,False,1143,8.7251908397,429,3.2748091603,-4.261,682.161,-686.422,0.9937924484,-0.0099324009,0.4755244755,-140.635,-0.0302982899,6,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_7_0__close_on_flat_m5_max12,validation,q05_long_dense_flat_fill,validation_dense_target_7_0,0.519390165806,7.0,close_on_flat_m5_max12,12,False,1281,7.0,492,2.6885245902,44.454,748.958,-704.504,1.0630997127,0.0903536585,0.4776422764,-103.347,0.4301431101,12,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_7_0__close_on_flat_m5_max12,oos,q05_long_dense_flat_fill,validation_dense_target_7_0,0.519390165806,7.0,close_on_flat_m5_max12,12,False,1143,8.7251908397,387,2.9541984733,8.339,653.761,-645.422,1.0129202289,0.0215478036,0.4651162791,-134.335,0.0620761529,12,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_7_0__close_on_flat_m5_max24,validation,q05_long_dense_flat_fill,validation_dense_target_7_0,0.519390165806,7.0,close_on_flat_m5_max24,24,False,1281,7.0,484,2.6448087432,46.854,741.219,-694.365,1.0674774794,0.0968057851,0.479338843,-103.347,0.4533658452,24,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_7_0__close_on_flat_m5_max24,oos,q05_long_dense_flat_fill,validation_dense_target_7_0,0.519390165806,7.0,close_on_flat_m5_max24,24,False,1143,8.7251908397,375,2.8625954198,11.939,636.036,-624.097,1.0191300391,0.0318373333,0.464,-131.935,0.0904915299,22,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_7_0__same_day_flat_m5_max24,validation,q05_long_dense_flat_fill,validation_dense_target_7_0,0.519390165806,7.0,same_day_flat_m5_max24,24,True,1281,7.0,485,2.650273224,46.554,740.919,-694.365,1.06704543,0.0959876289,0.4804123711,-103.347,0.4504630033,24,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_7_0__same_day_flat_m5_max24,oos,q05_long_dense_flat_fill,validation_dense_target_7_0,0.519390165806,7.0,same_day_flat_m5_max24,24,True,1143,8.7251908397,376,2.8702290076,11.639,636.036,-624.397,1.0186403842,0.0309547872,0.4627659574,-132.235,0.0880175445,22,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_10_0__close_on_flat_m5_max6,validation,q05_long_dense_flat_fill,validation_dense_target_10_0,0.495177328587,10.0,close_on_flat_m5_max6,6,False,1830,10.0,679,3.7103825137,-29.488,1105.481,-1134.969,0.9740186736,-0.0434285714,0.4683357879,-213.029,-0.1384224683,6,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_10_0__close_on_flat_m5_max6,oos,q05_long_dense_flat_fill,validation_dense_target_10_0,0.495177328587,10.0,close_on_flat_m5_max6,6,False,1579,12.0534351145,554,4.2290076336,-52.167,958.657,-1010.824,0.9483916092,-0.0941642599,0.4386281588,-173.779,-0.3001916227,6,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_10_0__close_on_flat_m5_max12,validation,q05_long_dense_flat_fill,validation_dense_target_10_0,0.495177328587,10.0,close_on_flat_m5_max12,12,False,1830,10.0,606,3.3114754098,-7.588,1043.589,-1051.177,0.992781425,-0.0125214521,0.4719471947,-208.917,-0.0363206441,12,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_10_0__close_on_flat_m5_max12,oos,q05_long_dense_flat_fill,validation_dense_target_10_0,0.495177328587,10.0,close_on_flat_m5_max12,12,False,1579,12.0534351145,480,3.6641221374,-29.967,881.466,-911.433,0.9671210062,-0.06243125,0.4354166667,-161.779,-0.1852341775,12,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_10_0__close_on_flat_m5_max24,validation,q05_long_dense_flat_fill,validation_dense_target_10_0,0.495177328587,10.0,close_on_flat_m5_max24,24,False,1830,10.0,586,3.2021857923,-1.588,1009.388,-1010.976,0.9984292407,-0.0027098976,0.4709897611,-207.404,-0.0076565544,24,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_10_0__close_on_flat_m5_max24,oos,q05_long_dense_flat_fill,validation_dense_target_10_0,0.495177328587,10.0,close_on_flat_m5_max24,24,False,1579,12.0534351145,456,3.4809160305,-22.767,864.938,-887.705,0.9743529664,-0.0499276316,0.4276315789,-157.879,-0.1442053725,24,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_10_0__same_day_flat_m5_max24,validation,q05_long_dense_flat_fill,validation_dense_target_10_0,0.495177328587,10.0,same_day_flat_m5_max24,24,True,1830,10.0,587,3.2076502732,-1.888,1009.088,-1010.976,0.9981324977,-0.0032163543,0.471890971,-207.404,-0.0091030067,24,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_dense_flat_fill__validation_dense_target_10_0__same_day_flat_m5_max24,oos,q05_long_dense_flat_fill,validation_dense_target_10_0,0.495177328587,10.0,same_day_flat_m5_max24,24,True,1579,12.0534351145,458,3.4961832061,-23.367,870.988,-894.355,0.973872791,-0.0510196507,0.4257641921,-158.179,-0.1477250457,24,false,false,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_no_hour18_dense_flat_fill__run364E_fixed_density_3_0__close_on_flat_m5_max6,validation,q05_long_no_hour18_dense_flat_fill,run364E_fixed_density_3_0,0.435066855164,3.0,close_on_flat_m5_max6,6,False,2045,11.174863388,703,3.8415300546,54.973,1453.961,-1398.988,1.0392948331,0.078197724,0.4679943101,-221.831,0.2478147779,6,false,true,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,q05_long_no_hour18_dense_flat_fill__run364E_fixed_density_3_0__close_on_flat_m5_max6,oos,q05_long_no_hour18_dense_flat_fill,run364E_fixed_density_3_0,0.435066855164,3.0,close_on_flat_m5_max6,6,False,1668,12.7328244275,557,4.2519083969,11.41,1153.804,-1142.394,1.0099877976,0.0204847397,0.4560143627,-148.816,0.0766718632,6,false,true,single_position_entry_transition_only,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
