candidate_id,label_id,horizon_bars,tp_atr,sl_atr,utility_mode,feature_set_id,feature_count,model_id,model_family,model_role,selection_id,mask_name,threshold_quantile,threshold,relaxed_threshold_quantile,density_lift_fracture_pass,validation_net_profit,validation_gross_profit,validation_gross_loss,validation_profit_factor,validation_max_drawdown_percent,validation_trade_count,validation_trades_day,validation_win_rate,validation_expectancy,validation_recovery_factor,validation_smooth_equity_proxy,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_max_drawdown_percent,oos_trade_count,oos_trades_day,oos_win_rate,oos_expectancy,oos_recovery_factor,oos_smooth_equity_proxy,scout_clue,meaningful_candidate,final_like_reference_only,meaningful_with_fracture
f71b_8d56646fbf8d,econ_slow_tight_dd_path_balanced_h24_tp95_sl50,24,0.95,0.5,path_balanced,econ_no_macro_v1,42,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),vol_expansion_q45,vol_expansion,0.45,0.3968298663362469,0.30000000000000004,False,-696.7523175811767,2177.3898923873903,-2874.142209968567,0.7575790386555727,10.471331785202025,242,0.8922458489624006,35.53719008264463,-2.879141808186681,-0.6653903551846382,False,683.0823465633391,2351.675083208084,-1668.5927366447445,1.409376315479415,1.3604710636138941,168,0.8649730947315729,41.66666666666667,4.065966348591305,5.020925213571466,False,False,False,False,False
f71b_4fc7a1897d5d,econ_slow_tight_dd_dd_guarded_h24_tp95_sl50,24,0.95,0.5,dd_guarded,econ_macro_context_v1,58,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),all_q70,all,0.7,0.36223152800310526,0.5499999999999999,False,-909.569338054657,3311.3267962265013,-4220.896134281158,0.7845080027752065,12.447676887702976,312,1.150333491224252,33.65384615384615,-2.9152863399187723,-0.7307141294398619,False,1129.950073289871,4022.5602518558503,-2892.610178565978,1.3906333738513115,2.991654613494861,254,1.3077569408441638,40.55118110236221,4.448622335786894,3.7770071056760774,False,False,False,False,False
f71b_80da08cc2d31,econ_slow_tight_dd_path_balanced_h24_tp95_sl50,24,0.95,0.5,path_balanced,econ_core_price_v1,25,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),vol_expansion_q45,vol_expansion,0.45,0.39325055681739685,0.30000000000000004,False,-629.2206566333772,2418.993637323379,-3048.2142939567566,0.7935772895360932,7.728655041027095,254,0.936489444778718,35.039370078740156,-2.477246679658965,-0.814139916056801,False,712.8685958385465,2564.875169420242,-1852.0065735816952,1.3849168820496636,1.3068624496459973,176,0.9061622897187908,40.340909090909086,4.050389749082651,5.45480969348877,False,False,False,False,False
f71b_4779c1ec3e04,econ_slow_tight_dd_dd_guarded_h24_tp95_sl50,24,0.95,0.5,dd_guarded,econ_macro_context_v1,58,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),vol_expansion_q45,vol_expansion,0.45,0.34123972216983933,0.30000000000000004,False,-221.65752880096449,3119.8968255043023,-3341.554354305267,0.9336663404815245,5.234275238990784,287,1.0581593332735908,36.58536585365854,-0.772325884323918,-0.42347320054896864,False,837.3721647262571,3067.1157209396356,-2229.7435562133787,1.3755463996713186,2.861755905151371,209,1.076067719041064,42.58373205741627,4.006565381465345,2.926078227772417,False,False,False,False,False
f71b_38d96e005091,econ_slow_tight_dd_path_balanced_h24_tp95_sl50,24,0.95,0.5,path_balanced,econ_macro_context_v1,58,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),vol_expansion_q45,vol_expansion,0.45,0.3984532689439474,0.30000000000000004,False,-247.59781659126298,2624.247930479049,-2871.8457470703124,0.9137844305029794,5.625387911033629,253,0.9328024784606915,36.36363636363637,-0.9786474964081541,-0.4401435430001635,False,662.6400557041167,2467.7001145839686,-1805.0600588798516,1.367101389476938,2.147883456230167,177,0.911310939092193,42.93785310734463,3.7437291282718457,3.0850838474594973,False,False,False,False,False
f71b_358ae56bcb5f,econ_slow_tight_dd_path_balanced_h24_tp95_sl50,24,0.95,0.5,path_balanced,econ_risk_path_v1,16,linear_logreg_balanced_l2_v1,linear_logistic(선형 로지스틱),economics_label_carrier(경제성 라벨 운반),vol_expansion_q45,vol_expansion,0.45,0.16385630665274323,0.30000000000000004,False,-389.4180177211762,1742.7283952045439,-2132.14641292572,0.8173586882399793,4.184007496356956,215,0.7926977583756865,34.418604651162795,-1.8112465940519824,-0.9307297323445171,False,544.1433036327362,2072.2076234340666,-1528.0643198013304,1.3560997378065096,1.9915783243179386,163,0.8392298478645619,41.104294478527606,3.338302476274455,2.7322214596761616,False,False,False,False,False
f71b_391b7894fb43,econ_slow_tight_dd_path_balanced_h24_tp95_sl50,24,0.95,0.5,path_balanced,econ_macro_context_v1,58,linear_logreg_balanced_l2_v1,linear_logistic(선형 로지스틱),economics_label_carrier(경제성 라벨 운반),early_late_q45,early_late,0.45,0.15753572814168243,0.30000000000000004,False,70.4038550281523,2575.5808763217924,-2505.17702129364,1.0281033453643116,4.624972887325287,234,0.8627501184181889,35.04273504273504,0.30087117533398416,0.15222544378820835,False,612.8909620285032,2408.1624601364133,-1795.2714981079098,1.3413917965468998,2.41214018440247,171,0.8804190428517796,42.69005847953216,3.584157672681305,2.5408596315903056,False,False,False,False,False
f71b_1dd6865f47cb,econ_slow_tight_dd_path_balanced_h24_tp95_sl50,24,0.95,0.5,path_balanced,econ_macro_context_v1,58,linear_logreg_balanced_l2_v1,linear_logistic(선형 로지스틱),economics_label_carrier(경제성 라벨 운반),vol_expansion_q45,vol_expansion,0.45,0.18475024946456137,0.30000000000000004,False,96.96957623481742,2514.0315211963652,-2417.0619449615483,1.0401187799249223,2.9175241537094108,237,0.8738110173722683,36.28691983122363,0.40915433010471486,0.332369403391324,False,558.0257778644559,2342.2870916843412,-1784.261313819885,1.3127489082133332,2.032827797412873,173,0.890716341598584,39.884393063583815,3.2255825310084156,2.7450715627493922,False,False,False,False,False
f71b_05bfcfff3156,econ_slow_tight_dd_first_hit_net_h24_tp95_sl50,24,0.95,0.5,first_hit_net,econ_no_macro_v1,42,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),vol_expansion_q45,vol_expansion,0.45,0.35275620114086775,0.30000000000000004,False,-63.36200665473959,3032.604674577713,-3095.9666812324526,0.9795340153242488,5.786991903495788,271,0.9991678721851676,38.74538745387454,-0.23380814263741545,-0.10949040142334408,False,657.9551364421842,2852.5186976909636,-2194.563561248779,1.2998113830286084,2.2366886959075942,201,1.0348785240538463,40.298507462686565,3.273408639015842,2.941648239408667,False,False,False,False,False
f71b_c6665ffaef98,econ_mid_payoff_first_hit_net_h12_tp85_sl55,12,0.85,0.55,first_hit_net,econ_minimal_linear_v1,10,histgb_small_tree_v1,hist_gradient_boosting(히스토그램 그래디언트 부스팅),nonlinear_reference(비선형 참조),chop_q45,chop,0.45,0.25598015744221303,0.30000000000000004,False,-776.8111715984346,2034.4207397937773,-2811.231911392212,0.7236758844225936,8.91338474130631,216,0.7963847246937129,38.88888888888889,-3.5963480166594195,-0.8715108728545565,False,542.7165706634519,2525.5168214321134,-1982.8002507686617,1.273712175723732,2.223951910972597,182,0.9370541859592041,44.505494505494504,2.981959179469516,2.4403251166798237,False,False,False,False,False
f71b_11143bb11f17,econ_mid_payoff_first_hit_net_h12_tp85_sl55,12,0.85,0.55,first_hit_net,econ_macro_context_v1,58,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),vol_expansion_q45,vol_expansion,0.45,0.33751704469615,0.30000000000000004,False,-173.55191028595004,4583.8785972785945,-4757.430507564545,0.9635198223053401,5.3978943514823925,400,1.4747865272105796,40.25,-0.4338797757148751,-0.32151779746909737,False,907.6092856407158,4277.246952104568,-3369.637666463852,1.2693492225213563,2.1190537948608412,304,1.5651894095142749,44.40789473684211,2.9855568606602496,4.283087516899582,False,False,False,False,False
f71b_43452ac4ed88,econ_slow_tight_dd_dd_guarded_h24_tp95_sl50,24,0.95,0.5,dd_guarded,econ_no_macro_v1,42,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),vol_expansion_q45,vol_expansion,0.45,0.3376896376129581,0.30000000000000004,False,-501.620461292267,2955.5541499137876,-3457.1746112060537,0.8549045050642458,7.610015716934197,284,1.0470984343195113,34.859154929577464,-1.7662692299023486,-0.6591582461203536,False,631.14690618515,2978.8263359069824,-2347.6794297218316,1.2688386234486593,2.7089087200164808,209,1.076067719041064,41.14832535885167,3.0198416563882775,2.3298935897009856,False,False,False,False,False
f71b_85712056605f,econ_slow_payoff_path_balanced_h18_tp105_sl70,18,1.05,0.7,path_balanced,econ_minimal_linear_v1,10,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),chop_q45,chop,0.45,0.3832909763343324,0.30000000000000004,False,302.15735346794145,2743.559126272202,-2441.4017728042604,1.1237638789460185,4.434834427642823,185,0.682088768834893,44.32432432432433,1.6332829917186025,0.6813272477199162,False,533.4443288803102,2537.466630935669,-2004.0223020553588,1.2661868225384523,3.0992268581390374,148,0.7620001072635285,44.5945945945946,3.6043535735156094,1.7212174303388115,False,False,False,False,False
f71b_5a4ee1759668,econ_slow_payoff_first_hit_net_h18_tp105_sl70,18,1.05,0.7,first_hit_net,econ_risk_path_v1,16,histgb_small_tree_v1,hist_gradient_boosting(히스토그램 그래디언트 부스팅),nonlinear_reference(비선형 참조),trend_q45,trend,0.45,0.29031147159636533,0.30000000000000004,False,-645.4079921150203,4451.311822109223,-5096.719814224243,0.8733679669198656,8.097883018207552,306,1.1282116933160933,37.254901960784316,-2.109176444820328,-0.797008292987023,False,1001.0027530384065,4851.523300600053,-3850.520547561645,1.2599655658693463,5.608293609142303,254,1.3077569408441638,46.45669291338583,3.9409557206236476,1.7848615332953182,False,False,False,False,False
f71b_16169468c2db,econ_slow_tight_dd_first_hit_net_h24_tp95_sl50,24,0.95,0.5,first_hit_net,econ_core_price_v1,25,linear_logreg_balanced_l2_v1,linear_logistic(선형 로지스틱),economics_label_carrier(경제성 라벨 운반),early_late_q45,early_late,0.45,0.18210833597947929,0.30000000000000004,False,-621.4300191497804,2859.372000999451,-3480.802020149231,0.8214693005943677,8.306201650905612,275,1.0139157374572734,30.545454545454547,-2.2597455241810196,-0.748151857211445,False,535.2389439582822,2969.9103027343745,-2434.6713587760923,1.2198403254833319,2.8164045195579526,211,1.0863650177878683,40.28436018957346,2.536677459517925,1.9004334790738455,False,False,False,False,False
f71b_33e9a022a3e1,econ_slow_tight_dd_path_balanced_h24_tp95_sl50,24,0.95,0.5,path_balanced,econ_core_price_v1,25,histgb_small_tree_v1,hist_gradient_boosting(히스토그램 그래디언트 부스팅),nonlinear_reference(비선형 참조),trend_q45,trend,0.45,0.38889831899233335,0.30000000000000004,False,-903.5623777580262,2622.519007663727,-3526.0813854217527,0.7437488591460996,9.856066433429762,280,1.0323505690474057,30.714285714285715,-3.2270084919929505,-0.91675759681705,False,565.3925713062285,3139.0042681217187,-2573.611696815491,1.2196883749035752,2.6646242637634256,217,1.1172569140282818,41.013824884792626,2.6054957203052007,2.1218472675306463,False,False,False,False,False
f71b_a1d67bd29f06,econ_slow_tight_dd_first_hit_net_h24_tp95_sl50,24,0.95,0.5,first_hit_net,econ_risk_path_v1,16,histgb_small_tree_v1,hist_gradient_boosting(히스토그램 그래디언트 부스팅),nonlinear_reference(비선형 참조),chop_q45,chop,0.45,0.13916633677746826,0.30000000000000004,False,-278.254080915451,1500.1713433742523,-1778.425424289703,0.8435390783807624,5.811397672176359,149,0.5493579813859408,32.21476510067114,-1.8674770531238325,-0.47880750313761494,False,289.6688076972962,1612.3247247695922,-1322.655917072296,1.2190054147555467,2.535687454700469,120,0.6178379248082664,40.0,2.4139067308108015,1.1423679490164675,False,False,False,False,False
f71b_46bf86500f09,econ_slow_tight_dd_dd_guarded_h24_tp95_sl50,24,0.95,0.5,dd_guarded,econ_minimal_linear_v1,10,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),chop_q45,chop,0.45,0.3324587778231939,0.30000000000000004,True,307.1591234016417,2099.8880455970766,-1792.7289221954338,1.1713360673768156,2.751186237525934,170,0.6267842740644963,37.64705882352941,1.8068183729508336,1.116460671444262,False,334.8480358600616,1875.2396111965177,-1540.3915753364558,1.2173785167494984,1.70762730026245,140,0.7208109122763108,37.142857142857146,2.3917716847147257,1.9608964778707734,False,False,False,False,False
f71b_366f81e1a61d,econ_slow_tight_dd_path_balanced_h24_tp95_sl50,24,0.95,0.5,path_balanced,econ_no_macro_v1,42,linear_logreg_balanced_l2_v1,linear_logistic(선형 로지스틱),economics_label_carrier(경제성 라벨 운반),vol_expansion_q45,vol_expansion,0.45,0.17436949346526395,0.30000000000000004,False,632.4735232543944,2933.568380737305,-2301.0948574829104,1.2748576492610286,2.390845073699951,242,0.8922458489624006,40.909090909090914,2.6135269555966714,2.6453973543154357,False,401.7967720508573,2258.949186086654,-1857.1524140357965,1.216350994680996,2.857215665340423,174,0.8958649909719862,37.93103448275862,2.3091768508669963,1.4062528668202066,False,False,False,False,False
f71b_cabc1d2ee1b7,econ_slow_payoff_path_balanced_h18_tp105_sl70,18,1.05,0.7,path_balanced,econ_core_price_v1,25,linear_logreg_balanced_l2_v1,linear_logistic(선형 로지스틱),economics_label_carrier(경제성 라벨 운반),all_q40,all,0.4,0.16082850809647783,0.25,False,-939.8440451431269,6200.394215507507,-7140.238260650635,0.8683735737051599,11.509016161918643,461,1.6996914726101928,39.91323210412148,-2.0387072562757633,-0.816615453415479,False,1053.2615393638612,6051.507892322541,-4998.2463529586785,1.2107262157537295,4.2230446076393156,344,1.7711353844503637,45.63953488372093,3.0618068004763406,2.4940810178953687,False,False,False,False,False
f71b_80fd1c93ebde,econ_slow_payoff_path_balanced_h18_tp105_sl70,18,1.05,0.7,path_balanced,econ_core_price_v1,25,linear_logreg_balanced_l2_v1,linear_logistic(선형 로지스틱),economics_label_carrier(경제성 라벨 운반),cash_q40,cash,0.4,0.16082850809647783,0.25,False,-939.8440451431269,6200.394215507507,-7140.238260650635,0.8683735737051599,11.509016161918643,461,1.6996914726101928,39.91323210412148,-2.0387072562757633,-0.816615453415479,False,1053.2615393638612,6051.507892322541,-4998.2463529586785,1.2107262157537295,4.2230446076393156,344,1.7711353844503637,45.63953488372093,3.0618068004763406,2.4940810178953687,False,False,False,False,False
f71b_88089f7689a1,econ_slow_tight_dd_dd_guarded_h24_tp95_sl50,24,0.95,0.5,dd_guarded,econ_core_price_v1,25,histgb_small_tree_v1,hist_gradient_boosting(히스토그램 그래디언트 부스팅),nonlinear_reference(비선형 참조),chop_q45,chop,0.45,0.042640528285812045,0.30000000000000004,True,-25.01970610618602,1728.8409761905668,-1753.8606822967524,0.9857344962694407,2.397417892932892,154,0.5677928129760731,35.714285714285715,-0.16246562406614298,-0.1043610552000096,False,299.8064813137053,1726.924243879318,-1427.1177625656123,1.210078305503483,2.600076438903808,130,0.6693244185422886,38.46153846153847,2.306203702413118,1.1530679514949327,False,False,False,False,False
f71b_e5059502c10e,econ_slow_payoff_path_balanced_h18_tp105_sl70,18,1.05,0.7,path_balanced,econ_minimal_linear_v1,10,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),all_q55,all,0.55,0.39028180732453743,0.4,False,210.7604630756373,6183.186514654159,-5972.426051578521,1.0352889196543393,5.347104153919223,401,1.478473493528606,41.895261845386536,0.5255871897148062,0.39415814057251514,False,1131.1016502380376,6515.614247245789,-5384.5125970077515,1.2100657450159196,5.457558895111088,361,1.8586624237982015,44.87534626038781,3.1332455685264198,2.0725413540681803,False,False,False,False,False
f71b_2567623048c4,econ_slow_payoff_path_balanced_h18_tp105_sl70,18,1.05,0.7,path_balanced,econ_minimal_linear_v1,10,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),cash_q55,cash,0.55,0.39028180732453743,0.4,False,210.7604630756373,6183.186514654159,-5972.426051578521,1.0352889196543393,5.347104153919223,401,1.478473493528606,41.895261845386536,0.5255871897148062,0.39415814057251514,False,1131.1016502380376,6515.614247245789,-5384.5125970077515,1.2100657450159196,5.457558895111088,361,1.8586624237982015,44.87534626038781,3.1332455685264198,2.0725413540681803,False,False,False,False,False
f71b_e508efb8cf76,econ_slow_tight_dd_dd_guarded_h24_tp95_sl50,24,0.95,0.5,dd_guarded,econ_macro_context_v1,58,linear_logreg_balanced_l2_v1,linear_logistic(선형 로지스틱),economics_label_carrier(경제성 라벨 운반),vol_expansion_q45,vol_expansion,0.45,0.18175660759843904,0.30000000000000004,False,-388.0460945510865,3037.006142501831,-3425.052237052917,0.8867035981661466,4.403318571090695,288,1.0618462995916171,35.06944444444444,-1.3473822727468283,-0.8812582789234078,False,503.869739437103,2904.3532028198238,-2400.4834633827204,1.2099034411705794,2.5740564165115396,211,1.0863650177878683,38.388625592417064,2.3880082437777395,1.9574929912374133,False,False,False,False,False
f71b_1d76ab1e3ae6,econ_slow_tight_dd_path_balanced_h24_tp95_sl50,24,0.95,0.5,path_balanced,econ_core_price_v1,25,histgb_small_tree_v1,hist_gradient_boosting(히스토그램 그래디언트 부스팅),nonlinear_reference(비선형 참조),chop_q45,chop,0.45,0.40460845976520715,0.30000000000000004,False,-41.09091110229497,1730.5633131980894,-1771.6542243003842,0.9768064724263442,4.213228859424591,156,0.575166745612126,34.61538461538461,-0.26340327629676263,-0.09752831491785338,False,279.90045323371885,1615.8187831401824,-1335.918329906463,1.2095191352403385,1.5768838071823124,120,0.6178379248082664,36.666666666666664,2.332503776947657,1.7750226868894339,False,False,False,False,False
f71b_72c316a65114,econ_slow_tight_dd_first_hit_net_h24_tp95_sl50,24,0.95,0.5,first_hit_net,econ_no_macro_v1,42,linear_logreg_balanced_l2_v1,linear_logistic(선형 로지스틱),economics_label_carrier(경제성 라벨 운반),early_late_q45,early_late,0.45,0.18358024479162882,0.30000000000000004,False,-617.8512108421328,2840.6102113723755,-3458.461422214508,0.82135084495275,8.480912761783602,278,1.0249766364113528,31.654676258992804,-2.2224863699357296,-0.7285197103149943,False,501.5662938594818,2915.4797892093657,-2413.9134953498838,1.2077813868747531,2.5820606336593674,210,1.0812163684144662,40.476190476190474,2.3884109231403894,1.9425039339554477,False,False,False,False,False
f71b_42518c9dba6e,econ_slow_tight_dd_path_balanced_h24_tp95_sl50,24,0.95,0.5,path_balanced,econ_risk_path_v1,16,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),early_late_q45,early_late,0.45,0.3953358230425928,0.30000000000000004,False,-262.7095519161227,2595.3438158512113,-2858.053367767334,0.9080809494745904,5.349203150367736,237,0.8738110173722683,33.755274261603375,-1.1084791220089565,-0.4911190405959109,False,398.99237632751425,2389.207730865478,-1990.2153545379633,1.200476986280785,2.8325609045028677,175,0.9010136403453886,38.285714285714285,2.2799564361572244,1.4085924002313375,False,False,False,False,False
f71b_a186a33a3116,econ_slow_payoff_dd_guarded_h18_tp105_sl70,18,1.05,0.7,dd_guarded,econ_macro_context_v1,58,extratrees_shallow_v1,extra_trees(엑스트라트리스),tree_reference(트리 참조),early_late_q45,early_late,0.45,0.3427595878093514,0.30000000000000004,False,350.45046333313053,4654.29445980072,-4303.843996467591,1.0814273155859653,4.967393573379516,309,1.1392725922701727,44.983818770226534,1.134143894281976,0.7055017045784537,False,687.9407666969303,4129.034497356415,-3441.0937306594847,1.1999192177090412,3.029940654754635,239,1.2305272002431307,44.76987447698745,2.878413249777951,2.2704760425502126,False,False,False,False,False
f71b_df821a5faba5,econ_slow_tight_dd_path_balanced_h24_tp95_sl50,24,0.95,0.5,path_balanced,econ_minimal_linear_v1,10,linear_logreg_balanced_l2_v1,linear_logistic(선형 로지스틱),economics_label_carrier(경제성 라벨 운반),vol_expansion_q45,vol_expansion,0.45,0.1497399966246882,0.30000000000000004,False,430.2123176097869,2292.2008806514737,-1861.988563041687,1.231049924875481,1.860333716869357,208,0.7668889941495013,37.980769230769226,2.0683284500470522,2.3125545363643956,False,304.80609941482527,1835.2173346519469,-1530.411235237121,1.1991661407057035,1.3177245373725897,151,0.7774460553837352,40.397350993377486,2.01858343983328,2.313124562608343,False,False,False,False,False
