branch_id,package_id,record_view,tier_scope,split,rows,signal_count,signal_rate,source_entry_signal_count,missing_required_feature_count_max,fallback_count_design_proxy,net_profit_claim,claim_boundary
run278A_cp277D_macro_squeeze_failure_contrast_surface_q02_contrast_reward_focus,cp277D_macro_squeeze_failure_contrast_surface,Tier B fallback stress(Tier B 대체 스트레스),Tier B,validation,9844,2504,0.254368,-457,2,,not_claimed_no_mt5_runtime_output,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_candidate_package_gate
run278A_cp277D_macro_squeeze_failure_contrast_surface_q02_contrast_reward_focus,cp277D_macro_squeeze_failure_contrast_surface,Tier B fallback stress(Tier B 대체 스트레스),Tier B,oos,7584,1928,0.254219,-111,2,,not_claimed_no_mt5_runtime_output,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_candidate_package_gate
run278A_cp277D_macro_squeeze_failure_contrast_surface_q02_contrast_reward_focus,cp277D_macro_squeeze_failure_contrast_surface,actual routed total(실제 라우팅 전체),Tier A,train,29222,7042,0.240983,-553,0,0,not_claimed_no_mt5_runtime_output,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_candidate_package_gate
run278A_cp277D_macro_squeeze_failure_contrast_surface_q02_contrast_reward_focus,cp277D_macro_squeeze_failure_contrast_surface,actual routed total(실제 라우팅 전체),Tier A,validation,9844,2504,0.254368,-457,0,0,not_claimed_no_mt5_runtime_output,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_candidate_package_gate
run278A_cp277D_macro_squeeze_failure_contrast_surface_q02_contrast_reward_focus,cp277D_macro_squeeze_failure_contrast_surface,actual routed total(실제 라우팅 전체),Tier A,oos,7584,1928,0.254219,-111,0,0,not_claimed_no_mt5_runtime_output,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_candidate_package_gate
run278A_cp277D_macro_squeeze_failure_contrast_surface_q03_late_loss_compression_guard,cp277D_macro_squeeze_failure_contrast_surface,Tier A used(Tier A 사용),Tier A,train,29222,4136,0.141537,-553,0,,not_claimed_no_mt5_runtime_output,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_candidate_package_gate
run278A_cp277D_macro_squeeze_failure_contrast_surface_q03_late_loss_compression_guard,cp277D_macro_squeeze_failure_contrast_surface,Tier A used(Tier A 사용),Tier A,validation,9844,1351,0.137241,-457,0,,not_claimed_no_mt5_runtime_output,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_candidate_package_gate
run278A_cp277D_macro_squeeze_failure_contrast_surface_q03_late_loss_compression_guard,cp277D_macro_squeeze_failure_contrast_surface,Tier A used(Tier A 사용),Tier A,oos,7584,986,0.130011,-111,0,,not_claimed_no_mt5_runtime_output,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_candidate_package_gate
run278A_cp277D_macro_squeeze_failure_contrast_surface_q03_late_loss_compression_guard,cp277D_macro_squeeze_failure_contrast_surface,Tier B fallback stress(Tier B 대체 스트레스),Tier B,train,29222,4136,0.141537,-553,2,,not_claimed_no_mt5_runtime_output,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_candidate_package_gate
run278A_cp277D_macro_squeeze_failure_contrast_surface_q03_late_loss_compression_guard,cp277D_macro_squeeze_failure_contrast_surface,Tier B fallback stress(Tier B 대체 스트레스),Tier B,validation,9844,1351,0.137241,-457,2,,not_claimed_no_mt5_runtime_output,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_candidate_package_gate
run278A_cp277D_macro_squeeze_failure_contrast_surface_q03_late_loss_compression_guard,cp277D_macro_squeeze_failure_contrast_surface,Tier B fallback stress(Tier B 대체 스트레스),Tier B,oos,7584,986,0.130011,-111,2,,not_claimed_no_mt5_runtime_output,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_candidate_package_gate
run278A_cp277D_macro_squeeze_failure_contrast_surface_q03_late_loss_compression_guard,cp277D_macro_squeeze_failure_contrast_surface,actual routed total(실제 라우팅 전체),Tier A,train,29222,4136,0.141537,-553,0,0,not_claimed_no_mt5_runtime_output,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_candidate_package_gate
run278A_cp277D_macro_squeeze_failure_contrast_surface_q03_late_loss_compression_guard,cp277D_macro_squeeze_failure_contrast_surface,actual routed total(실제 라우팅 전체),Tier A,validation,9844,1351,0.137241,-457,0,0,not_claimed_no_mt5_runtime_output,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_candidate_package_gate
run278A_cp277D_macro_squeeze_failure_contrast_surface_q03_late_loss_compression_guard,cp277D_macro_squeeze_failure_contrast_surface,actual routed total(실제 라우팅 전체),Tier A,oos,7584,986,0.130011,-111,0,0,not_claimed_no_mt5_runtime_output,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_candidate_package_gate
