trade_index,signal_time,next_bar_proxy_entry_time,mt5_open_time,entry_diff_minutes_mt5_minus_proxy,proxy_pnl_contract,runtime_net_profit,runtime_minus_proxy,proxy_exit_offset_bars,runtime_hold_minutes
97,2025-05-28 17:35:00,2025-05-28 17:40:00,2025-05-28 17:35:00,-5.0,-1.5258061476546378,2.62,4.145806147654638,1,23.85
98,2025-05-28 19:45:00,2025-05-28 19:50:00,2025-05-28 19:45:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,5,27.35
99,2025-05-28 20:50:00,2025-05-28 20:55:00,2025-05-28 20:50:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,2,13.166666666666666
100,2025-05-28 21:45:00,2025-05-28 21:50:00,2025-05-28 21:45:00,-5.0,2.199999561734594,2.61,0.4100004382654059,1,6.916666666666667
101,2025-05-29 21:30:00,2025-05-29 21:35:00,2025-05-29 21:30:00,-5.0,-1.5258061476546378,-1.67,-0.14419385234536208,1,0.8833333333333333
102,2025-06-02 20:20:00,2025-06-02 20:25:00,2025-06-02 20:20:00,-5.0,2.199999561734594,2.66,0.46000043826540615,6,30.216666666666665
103,2025-06-03 19:35:00,2025-06-03 19:40:00,2025-06-03 19:35:00,-5.0,-1.5258061476546378,-1.81,-0.2841938523453622,8,1.1333333333333333
104,2025-06-04 18:30:00,2025-06-04 18:35:00,2025-06-04 18:30:00,-5.0,-1.5258061476546378,-1.65,-0.12419385234536207,2,7.766666666666667
105,2025-06-04 19:10:00,2025-06-04 19:15:00,2025-06-04 19:10:00,-5.0,-1.5258061476546378,2.61,4.1358061476546375,1,3.566666666666667
106,2025-06-04 20:05:00,2025-06-04 20:10:00,2025-06-04 20:05:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,10,22.516666666666666
107,2025-06-05 20:40:00,2025-06-05 20:45:00,2025-06-05 20:40:00,-5.0,2.199999561734594,2.61,0.4100004382654059,3,15.216666666666667
108,2025-06-06 19:40:00,2025-06-06 19:45:00,2025-06-06 19:40:00,-5.0,2.199999561734594,2.62,0.4200004382654061,3,4.066666666666666
109,2025-06-09 17:10:00,2025-06-09 17:15:00,2025-06-09 17:10:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,3,2.3
110,2025-06-09 18:10:00,2025-06-09 18:15:00,2025-06-09 18:10:00,-5.0,2.199999561734594,2.61,0.4100004382654059,1,8.9
111,2025-06-09 19:00:00,2025-06-09 19:05:00,2025-06-09 19:00:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,7,38.53333333333333
112,2025-06-10 17:05:00,2025-06-10 17:10:00,2025-06-10 17:05:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,1,6.033333333333333
113,2025-06-10 18:10:00,2025-06-10 18:15:00,2025-06-10 18:10:00,-5.0,2.199999561734594,-1.61,-3.8099995617345943,4,5.1
114,2025-06-10 19:45:00,2025-06-10 19:50:00,2025-06-10 19:45:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,5,6.25
115,2025-06-11 17:50:00,2025-06-11 17:55:00,2025-06-11 17:50:00,-5.0,2.199999561734594,-1.61,-3.8099995617345943,3,1.9833333333333334
116,2025-06-11 18:40:00,2025-06-11 18:45:00,2025-06-11 18:40:00,-5.0,-1.5258061476546378,2.61,4.1358061476546375,1,8.75
117,2025-06-12 18:55:00,2025-06-12 19:00:00,2025-06-12 18:55:00,-5.0,-1.5258061476546378,-1.87,-0.34419385234536226,1,5.75
118,2025-06-12 19:45:00,2025-06-12 19:50:00,2025-06-12 19:45:00,-5.0,-1.5258061476546378,2.63,4.155806147654638,5,5.366666666666666
119,2025-06-13 19:50:00,2025-06-13 19:55:00,2025-06-13 19:50:00,-5.0,-1.5258061476546378,-1.63,-0.10419385234536205,1,2.1
120,2025-06-13 20:40:00,2025-06-13 20:45:00,2025-06-13 20:40:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,2,11.0
121,2025-06-13 21:25:00,2025-06-13 21:30:00,2025-06-13 21:25:00,-5.0,2.199999561734594,2.61,0.4100004382654059,1,2.2333333333333334
122,2025-06-16 18:35:00,2025-06-16 18:40:00,2025-06-16 18:35:00,-5.0,2.199999561734594,2.99,0.7900004382654062,4,21.183333333333334
123,2025-06-16 19:25:00,2025-06-16 19:30:00,2025-06-16 19:25:00,-5.0,-1.5258061476546378,2.71,4.235806147654638,11,19.583333333333332
124,2025-06-16 21:05:00,2025-06-16 21:10:00,2025-06-16 21:05:00,-5.0,2.199999561734594,2.61,0.4100004382654059,8,40.68333333333333
125,2025-06-17 17:15:00,2025-06-17 17:20:00,2025-06-17 17:15:00,-5.0,2.199999561734594,2.61,0.4100004382654059,4,20.116666666666667
126,2025-06-17 18:10:00,2025-06-17 18:15:00,2025-06-17 18:10:00,-5.0,2.199999561734594,-1.61,-3.8099995617345943,1,1.8333333333333333
127,2025-06-17 18:55:00,2025-06-17 19:00:00,2025-06-17 18:55:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,1,9.083333333333334
128,2025-06-17 19:35:00,2025-06-17 19:40:00,2025-06-17 19:35:00,-5.0,2.199999561734594,3.04,0.840000438265406,1,9.766666666666667
129,2025-06-17 20:30:00,2025-06-17 20:35:00,2025-06-17 20:30:00,-5.0,2.199999561734594,-1.67,-3.869999561734594,2,3.2666666666666666
130,2025-06-17 21:25:00,2025-06-17 21:30:00,2025-06-17 21:25:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,1,5.766666666666667
131,2025-06-18 18:20:00,2025-06-18 18:25:00,2025-06-18 18:20:00,-5.0,-1.5258061476546378,-1.65,-0.12419385234536207,6,31.216666666666665
132,2025-06-18 19:30:00,2025-06-18 19:35:00,2025-06-18 19:30:00,-5.0,2.199999561734594,-1.62,-3.819999561734594,10,4.566666666666666
133,2025-06-20 17:05:00,2025-06-20 17:10:00,2025-06-20 17:05:00,-5.0,2.199999561734594,2.67,0.47000043826540594,2,2.066666666666667
134,2025-06-20 22:00:00,2025-06-20 22:05:00,2025-06-20 22:00:00,-5.0,-1.5258061476546378,-1.67,-0.14419385234536208,1,1.55
135,2025-06-23 19:00:00,2025-06-23 19:05:00,2025-06-23 19:00:00,-5.0,2.199999561734594,2.61,0.4100004382654059,3,18.183333333333334
136,2025-06-24 17:05:00,2025-06-24 17:10:00,2025-06-24 17:05:00,-5.0,-1.5258061476546378,2.73,4.255806147654638,2,3.783333333333333
137,2025-06-24 17:45:00,2025-06-24 17:50:00,2025-06-24 17:45:00,-5.0,2.199999561734594,2.79,0.590000438265406,2,14.066666666666666
138,2025-06-24 19:20:00,2025-06-24 19:25:00,2025-06-24 19:20:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,3,6.683333333333334
139,2025-06-24 21:00:00,2025-06-24 21:05:00,2025-06-24 21:00:00,-5.0,-1.5258061476546378,-1.67,-0.14419385234536208,12,60.28333333333333
140,2025-06-25 17:40:00,2025-06-25 17:45:00,2025-06-25 17:40:00,-5.0,2.199999561734594,-1.67,-3.869999561734594,2,4.183333333333334
141,2025-06-25 18:20:00,2025-06-25 18:25:00,2025-06-25 18:20:00,-5.0,2.199999561734594,-1.61,-3.8099995617345943,2,7.116666666666666
142,2025-06-25 19:05:00,2025-06-25 19:10:00,2025-06-25 19:05:00,-5.0,-1.5258061476546378,2.61,4.1358061476546375,15,16.05
143,2025-06-26 17:20:00,2025-06-26 17:25:00,2025-06-26 17:20:00,-5.0,-1.5258061476546378,-1.66,-0.13419385234536207,2,1.9166666666666667
144,2025-06-26 18:30:00,2025-06-26 18:35:00,2025-06-26 18:30:00,-5.0,-1.5142738918874807,-1.61,-0.09572610811251936,1,4.683333333333334
145,2025-06-26 20:10:00,2025-06-26 20:15:00,2025-06-26 20:10:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,4,12.283333333333333
146,2025-06-27 17:30:00,2025-06-27 17:35:00,2025-06-27 17:30:00,-5.0,-1.5258061476546378,-1.71,-0.18419385234536212,1,7.533333333333333
147,2025-06-27 18:10:00,2025-06-27 18:15:00,2025-06-27 18:10:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,4,15.05
148,2025-06-27 19:00:00,2025-06-27 19:05:00,2025-06-27 19:00:00,-5.0,2.199999561734594,2.66,0.46000043826540615,8,19.2
149,2025-06-27 21:15:00,2025-06-27 21:20:00,2025-06-27 21:15:00,-5.0,2.199999561734594,2.76,0.5600004382654058,3,4.066666666666666
150,2025-06-27 22:00:00,2025-06-27 22:05:00,2025-06-27 22:00:00,-5.0,-1.5258061476546378,-1.63,-0.10419385234536205,2,0.2833333333333333
151,2025-06-30 17:10:00,2025-06-30 17:15:00,2025-06-30 17:10:00,-5.0,2.199999561734594,-1.62,-3.819999561734594,2,1.2666666666666666
152,2025-06-30 17:55:00,2025-06-30 18:00:00,2025-06-30 17:55:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,2,11.0
153,2025-06-30 18:50:00,2025-06-30 18:55:00,2025-06-30 18:50:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,3,19.966666666666665
154,2025-06-30 20:00:00,2025-06-30 20:05:00,2025-06-30 20:00:00,-5.0,2.199999561734594,2.69,0.49000043826540596,11,57.03333333333333
155,2025-07-01 17:05:00,2025-07-01 17:10:00,2025-07-01 17:05:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,1,1.15
156,2025-07-01 17:55:00,2025-07-01 18:00:00,2025-07-01 17:55:00,-5.0,-1.5258061476546378,2.61,4.1358061476546375,1,3.6333333333333333
157,2025-07-01 21:25:00,2025-07-01 21:30:00,2025-07-01 21:25:00,-5.0,-1.5258061476546378,-1.63,-0.10419385234536205,1,8.283333333333333
158,2025-07-02 19:05:00,2025-07-02 19:10:00,2025-07-02 19:05:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,11,3.7
159,2025-07-07 17:10:00,2025-07-07 17:15:00,2025-07-07 17:10:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,1,13.916666666666666
160,2025-07-07 18:25:00,2025-07-07 18:30:00,2025-07-07 18:25:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,6,3.2333333333333334
161,2025-07-08 17:10:00,2025-07-08 17:15:00,2025-07-08 17:10:00,-5.0,2.199999561734594,-1.61,-3.8099995617345943,3,6.316666666666666
162,2025-07-08 20:10:00,2025-07-08 20:15:00,2025-07-08 20:10:00,-5.0,2.199999561734594,-1.62,-3.819999561734594,1,1.6666666666666667
163,2025-07-08 21:10:00,2025-07-08 21:15:00,2025-07-08 21:10:00,-5.0,2.199999561734594,2.61,0.4100004382654059,4,20.5
164,2025-07-09 17:30:00,2025-07-09 17:35:00,2025-07-09 17:30:00,-5.0,2.199999561734594,3.52,1.320000438265406,1,1.0
165,2025-07-09 18:05:00,2025-07-09 18:10:00,2025-07-09 18:05:00,-5.0,-1.5258061476546378,2.72,4.245806147654638,3,11.466666666666667
166,2025-07-09 18:55:00,2025-07-09 19:00:00,2025-07-09 18:55:00,-5.0,-1.5258061476546378,-1.67,-0.14419385234536208,1,6.116666666666666
167,2025-07-10 17:05:00,2025-07-10 17:10:00,2025-07-10 17:05:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,1,5.15
168,2025-07-10 17:45:00,2025-07-10 17:50:00,2025-07-10 17:45:00,-5.0,2.199999561734594,-1.61,-3.8099995617345943,5,9.016666666666667
169,2025-07-10 20:55:00,2025-07-10 21:00:00,2025-07-10 20:55:00,-5.0,0.5588708564083849,2.62,2.0611291435916153,18,116.3
170,2025-07-11 18:45:00,2025-07-11 18:50:00,2025-07-11 18:45:00,-5.0,2.199999561734594,2.61,0.4100004382654059,4,8.566666666666666
171,2025-07-11 19:50:00,2025-07-11 19:55:00,2025-07-11 19:50:00,-5.0,-1.5258061476546378,-1.61,-0.08419385234536225,2,4.85
172,2025-07-11 20:45:00,2025-07-11 20:50:00,2025-07-11 20:45:00,-5.0,-1.5258061476546378,-1.65,-0.12419385234536207,3,5.15
173,2025-07-14 17:10:00,2025-07-14 17:15:00,2025-07-14 17:10:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,1,5.116666666666666
174,2025-07-14 17:45:00,2025-07-14 17:50:00,2025-07-14 17:45:00,-5.0,-1.5258061476546378,-1.62,-0.09419385234536226,1,6.75
175,2025-07-14 18:20:00,2025-07-14 18:25:00,2025-07-14 18:20:00,-5.0,-1.5258061476546378,-1.82,-0.2941938523453622,9,49.85
176,2025-07-14 21:05:00,2025-07-14 21:10:00,2025-07-14 21:05:00,-5.0,1.4787900279884454,2.61,1.1312099720115545,18,100.78333333333333
