record_view,candidate_id,candidate_alias,candidate_role,feature_design,model_materialization_type,route_role,axis,bucket,trade_count,net_profit,profit_factor,expectancy,win_rate,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,max_losing_streak,slice_read
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,month,2024-06,16,-36.87,0.708307,-2.304375,0.4375,55.6,10.967767,8,3,minor_negative_slice(소폭 음수 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,month,2024-07,36,-102.51,0.512275,-2.8475,0.416667,131.53,25.937173,33,5,negative_fragile_slice(음수 취약 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,month,2024-08,43,17.63,1.093622,0.41,0.511628,44.16,8.297124,15,3,measured_slice(측정 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,month,2024-09,41,52.63,1.379425,1.283659,0.585366,61.28,11.197807,21,4,measured_slice(측정 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,month,2024-10,34,-5.22,0.965398,-0.153529,0.441176,78.14,13.638902,27,4,minor_negative_slice(소폭 음수 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,month,2024-11,28,42.8,1.328801,1.528571,0.535714,46.57,9.184861,14,3,measured_slice(측정 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,month,2024-12,29,-41.51,0.763476,-1.431379,0.413793,101.4,20.28,29,6,minor_negative_slice(소폭 음수 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,month,2024-01,24,82.37,2.677597,3.432083,0.625,16.85,2.933165,9,3,measured_slice(측정 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,month,2024-02,26,153.74,2.406974,5.913077,0.576923,55.25,7.900984,8,5,measured_slice(측정 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,month,2024-03,20,-20.58,0.805372,-1.029,0.45,53.06,10.376657,15,2,minor_negative_slice(소폭 음수 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,month,2024-04,31,-41.5,0.792552,-1.33871,0.419355,118.08,20.479378,26,6,minor_negative_slice(소폭 음수 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,month,2024-05,19,47.05,1.541552,2.476316,0.631579,37.54,6.632274,5,2,measured_slice(측정 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,month,2024-06,16,-36.87,0.708307,-2.304375,0.4375,55.6,10.967767,8,3,minor_negative_slice(소폭 음수 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,month,2024-07,36,-102.51,0.512275,-2.8475,0.416667,131.53,25.937173,33,5,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,month,2024-08,43,17.63,1.093622,0.41,0.511628,44.16,8.297124,15,3,measured_slice(측정 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,month,2024-09,41,52.63,1.379425,1.283659,0.585366,61.28,11.197807,21,4,measured_slice(측정 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,month,2024-10,34,-5.22,0.965398,-0.153529,0.441176,78.14,13.638902,27,4,minor_negative_slice(소폭 음수 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,month,2024-11,28,42.8,1.328801,1.528571,0.535714,46.57,9.184861,14,3,measured_slice(측정 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,month,2024-12,29,-41.51,0.763476,-1.431379,0.413793,101.4,20.28,29,6,minor_negative_slice(소폭 음수 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,weekday,Tuesday,70,91.61,1.256453,1.308714,0.528571,78.34,12.648336,28,6,measured_slice(측정 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,weekday,Thursday,73,171.25,1.679914,2.34589,0.575342,53.87,9.427226,11,4,measured_slice(측정 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,weekday,Friday,83,-60.86,0.858086,-0.733253,0.46988,147.31,27.891697,73,4,negative_fragile_slice(음수 취약 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,weekday,Monday,61,-136.08,0.628765,-2.23082,0.47541,164.34,31.862422,56,4,negative_fragile_slice(음수 취약 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,weekday,Wednesday,63,104.22,1.334671,1.654286,0.47619,132.74,20.717965,45,7,measured_slice(측정 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,weekday,Tuesday,70,91.61,1.256453,1.308714,0.528571,78.34,12.648336,28,6,measured_slice(측정 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,weekday,Thursday,73,171.25,1.679914,2.34589,0.575342,53.87,9.427226,11,4,measured_slice(측정 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,weekday,Friday,83,-60.86,0.858086,-0.733253,0.46988,147.31,27.891697,73,4,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,weekday,Monday,61,-136.08,0.628765,-2.23082,0.47541,164.34,31.862422,56,4,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,weekday,Wednesday,63,104.22,1.334671,1.654286,0.47619,132.74,20.717965,45,7,measured_slice(측정 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,weekday,Tuesday,70,89.32,1.256453,1.276,0.528571,76.31,12.364502,28,6,measured_slice(측정 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,weekday,Thursday,73,167.25,1.678527,2.291096,0.575342,53.01,9.276077,11,4,measured_slice(측정 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,weekday,Friday,81,-70.65,0.831066,-0.872222,0.45679,152.86,29.003491,71,5,negative_fragile_slice(음수 취약 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,weekday,Monday,60,-140.37,0.604034,-2.3395,0.466667,158.2,31.330455,56,4,negative_fragile_slice(음수 취약 구간)
mt5_ta_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,weekday,Wednesday,63,102.48,1.33746,1.626667,0.47619,130.05,20.358166,45,7,measured_slice(측정 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,weekday,Tuesday,70,89.32,1.256453,1.276,0.528571,76.31,12.364502,28,6,measured_slice(측정 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,weekday,Thursday,73,167.25,1.678527,2.291096,0.575342,53.01,9.276077,11,4,measured_slice(측정 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,weekday,Friday,81,-70.65,0.831066,-0.872222,0.45679,152.86,29.003491,71,5,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,weekday,Monday,60,-140.37,0.604034,-2.3395,0.466667,158.2,31.330455,56,4,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_lc_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,weekday,Wednesday,63,102.48,1.33746,1.626667,0.47619,130.05,20.358166,45,7,measured_slice(측정 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,16,96,52.47,1.073193,0.546563,0.447917,165.81,24.553168,80,7,measured_slice(측정 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,18,84,147.37,1.756015,1.754405,0.619048,49.61,9.704237,33,4,measured_slice(측정 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,15,1,25.01,inf,25.01,1.0,0.0,0.0,0,0,thin_slice(얇은 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,17,120,76.33,1.184962,0.636083,0.516667,99.2,15.077134,74,6,measured_slice(측정 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,21,13,43.42,4.730241,3.34,0.692308,5.96,1.159984,2,1,measured_slice(측정 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,22,15,-5.75,0.961282,-0.383333,0.266667,80.63,15.40475,12,4,minor_negative_slice(소폭 음수 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,03,1,34.85,inf,34.85,1.0,0.0,0.0,0,0,thin_slice(얇은 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,12,3,-53.3,0.0,-17.766667,0.0,53.3,10.66,3,3,minor_negative_slice(소폭 음수 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,20,3,9.21,6.829114,3.07,0.666667,1.58,0.314848,1,1,measured_slice(측정 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,01,2,-40.29,0.0,-20.145,0.0,40.29,8.058,2,2,thin_slice(얇은 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,02,2,-31.94,0.0,-15.97,0.0,31.94,6.388,2,2,thin_slice(얇은 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,19,5,-5.15,0.766757,-1.03,0.6,22.08,4.416,5,2,minor_negative_slice(소폭 음수 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,10,2,-26.88,0.0,-13.44,0.0,26.88,5.376,2,2,thin_slice(얇은 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,09,1,-20.23,0.0,-20.23,0.0,20.23,4.046,1,1,thin_slice(얇은 구간)
mt5_ta_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,tier_only_total,close_hour_report,23,2,-34.98,0.0,-17.49,0.0,34.98,6.996,2,2,thin_slice(얇은 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,16,96,52.47,1.073193,0.546563,0.447917,165.81,24.553168,80,7,measured_slice(측정 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,18,84,147.37,1.756015,1.754405,0.619048,49.61,9.704237,33,4,measured_slice(측정 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,15,1,25.01,inf,25.01,1.0,0.0,0.0,0,0,thin_slice(얇은 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,17,120,76.33,1.184962,0.636083,0.516667,99.2,15.077134,74,6,measured_slice(측정 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,21,13,43.42,4.730241,3.34,0.692308,5.96,1.159984,2,1,measured_slice(측정 구간)
mt5_rt_s264_aih_adxatrsoft_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,adx_atr_soft_score,research_score_table_extension_not_retrained,routed_total,close_hour_report,22,15,-5.75,0.961282,-0.383333,0.266667,80.63,15.40475,12,4,minor_negative_slice(소폭 음수 구간)
