candidate_alias,candidate_role,axis,role_scope,axis_decision,attempt_name,tier,split,attempt_role,record_view_prefix,set_path,set_sha256,ini_path,ini_sha256,common_telemetry_path,common_summary_path,fallback_enabled,execution_status
s264_aih,challenger_core,atrcomp,p2_replacement,carry_forward_p2_replacement_axis,s264_aih_atrcomp_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_aih_atrcomp,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s264_aih_atrcomp_ta_2024.set,ad83b87ed3b197e8e2ce057cf2619e8fd3fe0ffc0143ca654d69d18ea7706233,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s264_aih_atrcomp_ta_2024.ini,5a58a761eaa4c16eee8431382e1fe75ed254177ab19c0ea9de85acd0eef4c3ec,OPV2/s267d/run267D_adapter_p2/atrcomp/s264_aih/telemetry/s264_aih_atrcomp_ta_2024_telemetry.csv,OPV2/s267d/run267D_adapter_p2/atrcomp/s264_aih/telemetry/s264_aih_atrcomp_ta_2024_summary.csv,false,not_executed
s264_aih,challenger_core,atrcomp,p2_replacement,carry_forward_p2_replacement_axis,s264_aih_atrcomp_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s264_aih_atrcomp,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s264_aih_atrcomp_rt_2024.set,a48ad087f2c83be39b9c8ba11c46f76086354a5dbf9cd9413615919907950374,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s264_aih_atrcomp_rt_2024.ini,0899ff14f0648ecb378cebef98329267f9002cfc9b43d55047a38ec2119747b6,OPV2/s267d/run267D_adapter_p2/atrcomp/s264_aih/telemetry/s264_aih_atrcomp_rt_2024_telemetry.csv,OPV2/s267d/run267D_adapter_p2/atrcomp/s264_aih/telemetry/s264_aih_atrcomp_rt_2024_summary.csv,false,not_executed
s264_aia,oos_anchor,atrcomp,p2_replacement,carry_forward_p2_replacement_axis,s264_aia_atrcomp_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_aia_atrcomp,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s264_aia_atrcomp_ta_2024.set,af38dfea408e813845a764aafcf7bf00a28bf75494e453eb4f95e4efe5f1c6ac,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s264_aia_atrcomp_ta_2024.ini,78b6cd9d28ebc3c941de49b6f6d2829c58537e6b0d73553cb9d28672ef92b0aa,OPV2/s267d/run267D_adapter_p2/atrcomp/s264_aia/telemetry/s264_aia_atrcomp_ta_2024_telemetry.csv,OPV2/s267d/run267D_adapter_p2/atrcomp/s264_aia/telemetry/s264_aia_atrcomp_ta_2024_summary.csv,false,not_executed
s264_aia,oos_anchor,atrcomp,p2_replacement,carry_forward_p2_replacement_axis,s264_aia_atrcomp_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s264_aia_atrcomp,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s264_aia_atrcomp_rt_2024.set,144b8952ca2001c76cb35f1a9a3b8276ed0dcaf674ff468fd2fe8a4fe04c914a,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s264_aia_atrcomp_rt_2024.ini,0dfa9457ba5a83b962db336cc0345ea6672e1e464855383302cf251aaa5a5029,OPV2/s267d/run267D_adapter_p2/atrcomp/s264_aia/telemetry/s264_aia_atrcomp_rt_2024_telemetry.csv,OPV2/s267d/run267D_adapter_p2/atrcomp/s264_aia/telemetry/s264_aia_atrcomp_rt_2024_summary.csv,false,not_executed
s258_stc,stress_challenger,atrcomp,p2_replacement,carry_forward_p2_replacement_axis,s258_stc_atrcomp_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s258_stc_atrcomp,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s258_stc_atrcomp_ta_2024.set,0879edadfdf3cc5220b091662223558155e34f7e714e53772048de38d5eee097,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s258_stc_atrcomp_ta_2024.ini,6d6080e052947d3264c7a110482433a49477cba45637aefd39ad5f2db197efc4,OPV2/s267d/run267D_adapter_p2/atrcomp/s258_stc/telemetry/s258_stc_atrcomp_ta_2024_telemetry.csv,OPV2/s267d/run267D_adapter_p2/atrcomp/s258_stc/telemetry/s258_stc_atrcomp_ta_2024_summary.csv,false,not_executed
s258_stc,stress_challenger,atrcomp,p2_replacement,carry_forward_p2_replacement_axis,s258_stc_atrcomp_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s258_stc_atrcomp,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s258_stc_atrcomp_rt_2024.set,68bcfef84d8f0eec7312cc629d7b96ca7a0c7e5baef4bd6b3ada0b57017e62d0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s258_stc_atrcomp_rt_2024.ini,acaad72d03727d63fc278d62b2cabe08c5cbb7570f0f68d11a780dc22bac411f,OPV2/s267d/run267D_adapter_p2/atrcomp/s258_stc/telemetry/s258_stc_atrcomp_rt_2024_telemetry.csv,OPV2/s267d/run267D_adapter_p2/atrcomp/s258_stc/telemetry/s258_stc_atrcomp_rt_2024_summary.csv,false,not_executed
s264_lc,defensive_control,atrcomp,p2_replacement,carry_forward_p2_replacement_axis,s264_lc_atrcomp_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_lc_atrcomp,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s264_lc_atrcomp_ta_2024.set,55d715b1cb1189e8b34306a290b612237b7e5412145e4ab3ceb3886e1adfa8b8,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s264_lc_atrcomp_ta_2024.ini,7b24f0415384ffb6ce942824ed2bc47db0c1160607f7c1d6eb5762914090b4e5,OPV2/s267d/run267D_adapter_p2/atrcomp/s264_lc/telemetry/s264_lc_atrcomp_ta_2024_telemetry.csv,OPV2/s267d/run267D_adapter_p2/atrcomp/s264_lc/telemetry/s264_lc_atrcomp_ta_2024_summary.csv,false,not_executed
s264_lc,defensive_control,atrcomp,p2_replacement,carry_forward_p2_replacement_axis,s264_lc_atrcomp_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s264_lc_atrcomp,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s264_lc_atrcomp_rt_2024.set,be08026422a5be2d1777c400033fe3f24c1e43e656fc9964e59ddae3e824cba6,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s264_lc_atrcomp_rt_2024.ini,60bfaa3a33ab15e11e6e462c7e9bf35f96f22c964fac579a67a4a76caefced8f,OPV2/s267d/run267D_adapter_p2/atrcomp/s264_lc/telemetry/s264_lc_atrcomp_rt_2024_telemetry.csv,OPV2/s267d/run267D_adapter_p2/atrcomp/s264_lc/telemetry/s264_lc_atrcomp_rt_2024_summary.csv,false,not_executed
s258_stc,stress_challenger,vlowadx,p2_replacement,carry_forward_p2_replacement_axis,s258_stc_vlowadx_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s258_stc_vlowadx,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s258_stc_vlowadx_ta_2024.set,ec95391b25d614f0875407c7252089c30be72e919546b2fbd4c62702ac4ad759,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s258_stc_vlowadx_ta_2024.ini,47c387736965d517fd4e2b7f655df32122a369bd50326f1b966d8d991aa8c94b,OPV2/s267d/run267D_adapter_p2/vlowadx/s258_stc/telemetry/s258_stc_vlowadx_ta_2024_telemetry.csv,OPV2/s267d/run267D_adapter_p2/vlowadx/s258_stc/telemetry/s258_stc_vlowadx_ta_2024_summary.csv,false,not_executed
s258_stc,stress_challenger,vlowadx,p2_replacement,carry_forward_p2_replacement_axis,s258_stc_vlowadx_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s258_stc_vlowadx,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s258_stc_vlowadx_rt_2024.set,0382343385c7a900f562cef27dee77c6867956cdf32c7e96dcd27cde7a7c3dce,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s258_stc_vlowadx_rt_2024.ini,348ca6d0cb07a1afd3fd6ffb6361344f283b379a8a7eeca9562b5bb3ffaee0fc,OPV2/s267d/run267D_adapter_p2/vlowadx/s258_stc/telemetry/s258_stc_vlowadx_rt_2024_telemetry.csv,OPV2/s267d/run267D_adapter_p2/vlowadx/s258_stc/telemetry/s258_stc_vlowadx_rt_2024_summary.csv,false,not_executed
s262_lih,validation_heavy,atrcomp,p2_replacement,carry_forward_p2_replacement_axis,s262_lih_atrcomp_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s262_lih_atrcomp,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s262_lih_atrcomp_ta_2024.set,a4701ac107583af06ac8de76804eb35ddc1663c68a24f7deed497e2d32e3e211,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s262_lih_atrcomp_ta_2024.ini,5b5a6f9f62dd1839b962652db48b49a39d72cca1f2de13b82915a4c318ae3a79,OPV2/s267d/run267D_adapter_p2/atrcomp/s262_lih/telemetry/s262_lih_atrcomp_ta_2024_telemetry.csv,OPV2/s267d/run267D_adapter_p2/atrcomp/s262_lih/telemetry/s262_lih_atrcomp_ta_2024_summary.csv,false,not_executed
s262_lih,validation_heavy,atrcomp,p2_replacement,carry_forward_p2_replacement_axis,s262_lih_atrcomp_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s262_lih_atrcomp,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s262_lih_atrcomp_rt_2024.set,d45db71e8fc612fabcd3aeb5032f1ca0c222bc4199778070f11d9d440546824d,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s262_lih_atrcomp_rt_2024.ini,b6c66674863afb830dc7fe21a59629dde71eca570e1422574704faf55519b2b7,OPV2/s267d/run267D_adapter_p2/atrcomp/s262_lih/telemetry/s262_lih_atrcomp_rt_2024_telemetry.csv,OPV2/s267d/run267D_adapter_p2/atrcomp/s262_lih/telemetry/s262_lih_atrcomp_rt_2024_summary.csv,false,not_executed
s264_aih,challenger_core,vlowadx,p2_replacement,carry_forward_p2_replacement_axis,s264_aih_vlowadx_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_aih_vlowadx,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s264_aih_vlowadx_ta_2024.set,db009944eb0ec83056c87ad8b37a34917b1f3495ae91793ebcba0e9f149756da,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s264_aih_vlowadx_ta_2024.ini,8117c0f99432df82a47bad9bf40d8d9147c461b6e4284e9a3cb49fcb567ebdae,OPV2/s267d/run267D_adapter_p2/vlowadx/s264_aih/telemetry/s264_aih_vlowadx_ta_2024_telemetry.csv,OPV2/s267d/run267D_adapter_p2/vlowadx/s264_aih/telemetry/s264_aih_vlowadx_ta_2024_summary.csv,false,not_executed
s264_aih,challenger_core,vlowadx,p2_replacement,carry_forward_p2_replacement_axis,s264_aih_vlowadx_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s264_aih_vlowadx,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s264_aih_vlowadx_rt_2024.set,b1627af9db02c20505a35015af72a85a56d09c5273d1766dfd1b0b5fe3f817d3,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s264_aih_vlowadx_rt_2024.ini,85f23ff8a4ac3209a8f36323c22dc512c90f3b98cb3ca570be622ea4463ba3f1,OPV2/s267d/run267D_adapter_p2/vlowadx/s264_aih/telemetry/s264_aih_vlowadx_rt_2024_telemetry.csv,OPV2/s267d/run267D_adapter_p2/vlowadx/s264_aih/telemetry/s264_aih_vlowadx_rt_2024_summary.csv,false,not_executed
s264_aia,oos_anchor,vlowadx,p2_replacement,carry_forward_p2_replacement_axis,s264_aia_vlowadx_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_aia_vlowadx,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s264_aia_vlowadx_ta_2024.set,d6876abc4adaf8604736ad94b6be99a43c690584f7ef0a633ad35d84b9c43775,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s264_aia_vlowadx_ta_2024.ini,d4c38f1cacdc0cea87f241c3c543331d9fb1b247fc5267cc155b43568544314e,OPV2/s267d/run267D_adapter_p2/vlowadx/s264_aia/telemetry/s264_aia_vlowadx_ta_2024_telemetry.csv,OPV2/s267d/run267D_adapter_p2/vlowadx/s264_aia/telemetry/s264_aia_vlowadx_ta_2024_summary.csv,false,not_executed
s264_aia,oos_anchor,vlowadx,p2_replacement,carry_forward_p2_replacement_axis,s264_aia_vlowadx_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s264_aia_vlowadx,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s264_aia_vlowadx_rt_2024.set,8d88e8c693ca5d0e4071bf797787686a88d9130c1bb47923a19cfd09bc17c87c,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s264_aia_vlowadx_rt_2024.ini,ccffbdc514fd7bfb1bb1a56cf750a1416953704055c6c9042f4e11f096b329a0,OPV2/s267d/run267D_adapter_p2/vlowadx/s264_aia/telemetry/s264_aia_vlowadx_rt_2024_telemetry.csv,OPV2/s267d/run267D_adapter_p2/vlowadx/s264_aia/telemetry/s264_aia_vlowadx_rt_2024_summary.csv,false,not_executed
s264_lc,defensive_control,vlowadx,p2_replacement,carry_forward_p2_replacement_axis,s264_lc_vlowadx_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_lc_vlowadx,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s264_lc_vlowadx_ta_2024.set,de95d0cb7acc96fe2955eccd31dc08d84e35459e0dcba674f14f26b65273dec2,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s264_lc_vlowadx_ta_2024.ini,989a348236475bf2cf4a61d77847f9d4bea79f35a27bafd4d9843d117473e071,OPV2/s267d/run267D_adapter_p2/vlowadx/s264_lc/telemetry/s264_lc_vlowadx_ta_2024_telemetry.csv,OPV2/s267d/run267D_adapter_p2/vlowadx/s264_lc/telemetry/s264_lc_vlowadx_ta_2024_summary.csv,false,not_executed
s264_lc,defensive_control,vlowadx,p2_replacement,carry_forward_p2_replacement_axis,s264_lc_vlowadx_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s264_lc_vlowadx,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s264_lc_vlowadx_rt_2024.set,990dae0a17eef2e396f4bd982f736855bd75997f2437011bc75f10aeb770f9f0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s264_lc_vlowadx_rt_2024.ini,f0fe0e30f82601f4831d62dd5d22e5acb3dfda7557fb3d768f30d6bea6054920,OPV2/s267d/run267D_adapter_p2/vlowadx/s264_lc/telemetry/s264_lc_vlowadx_rt_2024_telemetry.csv,OPV2/s267d/run267D_adapter_p2/vlowadx/s264_lc/telemetry/s264_lc_vlowadx_rt_2024_summary.csv,false,not_executed
s262_lih,validation_heavy,vlowadx,p2_replacement,carry_forward_p2_replacement_axis,s262_lih_vlowadx_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s262_lih_vlowadx,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s262_lih_vlowadx_ta_2024.set,8c5c51796702060680a4568b6fc5be4b1fa00ba40eefd35ca43c9c7a423f14a2,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s262_lih_vlowadx_ta_2024.ini,f6fbd0f0c58d522d555e8126af6c48e9e75af4761b5c51687f03f4529dbc3898,OPV2/s267d/run267D_adapter_p2/vlowadx/s262_lih/telemetry/s262_lih_vlowadx_ta_2024_telemetry.csv,OPV2/s267d/run267D_adapter_p2/vlowadx/s262_lih/telemetry/s262_lih_vlowadx_ta_2024_summary.csv,false,not_executed
s262_lih,validation_heavy,vlowadx,p2_replacement,carry_forward_p2_replacement_axis,s262_lih_vlowadx_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s262_lih_vlowadx,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s262_lih_vlowadx_rt_2024.set,a983da00007a49f187b4954db9bc65de0a41fa3c63913178e32c346d4b1980c9,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267D/adapter_p2_materialization/mt5/s262_lih_vlowadx_rt_2024.ini,4098ad3644c5a3c681ccedb6d2c7097e82076dfdd9a7d06880c1d7ee7cf6d630,OPV2/s267d/run267D_adapter_p2/vlowadx/s262_lih/telemetry/s262_lih_vlowadx_rt_2024_telemetry.csv,OPV2/s267d/run267D_adapter_p2/vlowadx/s262_lih/telemetry/s262_lih_vlowadx_rt_2024_summary.csv,false,not_executed
