attempt_name,variant_id,candidate_id,candidate_alias,candidate_role,profile_label,source_test_id,tier,attempt_role,record_view_prefix,set_path,set_sha256,ini_path,ini_sha256,common_telemetry_path,common_summary_path,execution_status
run267cf_06_s264_aih_similar_repl_ta_2024,run267cf_06_s264_aih_similar_repl,s264_allow_inner_high_quarter,s264_aih,challenger_core,similar_replacement_impulse,rep_trend_strength_adx,Tier A,tier_only_total,mt5_ta_s264_aih_similar_repl,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CF/pool_wide_orthogonal_loss_shape_state_materialization/mt5/run267cf_06_s264_aih_similar_repl_ta_2024.set,2d461f807f56eeae1b537dd4ef462dfc8d9c2980e127c147b4f442f6d248ada1,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CF/pool_wide_orthogonal_loss_shape_state_materialization/mt5/run267cf_06_s264_aih_similar_repl_ta_2024.ini,9682484baa47127489fa268f149db4d03051e7253b9b86b33b817a92dd9b659c,OPV2/s267cf/run267CF_orthogonal_loss_shape_state/s264_aih/run267cf_06_s264_aih_similar_repl/telemetry/run267cf_06_s264_aih_similar_repl_ta_2024_telemetry.csv,OPV2/s267cf/run267CF_orthogonal_loss_shape_state/s264_aih/run267cf_06_s264_aih_similar_repl/telemetry/run267cf_06_s264_aih_similar_repl_ta_2024_summary.csv,not_executed
run267cf_06_s264_aih_similar_repl_rt_2024,run267cf_06_s264_aih_similar_repl,s264_allow_inner_high_quarter,s264_aih,challenger_core,similar_replacement_impulse,rep_trend_strength_adx,Tier A+B,routed_total_duplicate_boundary,mt5_rt_s264_aih_similar_repl,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CF/pool_wide_orthogonal_loss_shape_state_materialization/mt5/run267cf_06_s264_aih_similar_repl_rt_2024.set,a6d309911e89302037b710c8e31b124b6885a701f7e1bd8f9efbf9e56c9fc392,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CF/pool_wide_orthogonal_loss_shape_state_materialization/mt5/run267cf_06_s264_aih_similar_repl_rt_2024.ini,37e702188ae615a0b5eb7ec44c4d3e32f04150418866826cbd5b5cf5eeff55ae,OPV2/s267cf/run267CF_orthogonal_loss_shape_state/s264_aih/run267cf_06_s264_aih_similar_repl/telemetry/run267cf_06_s264_aih_similar_repl_rt_2024_telemetry.csv,OPV2/s267cf/run267CF_orthogonal_loss_shape_state/s264_aih/run267cf_06_s264_aih_similar_repl/telemetry/run267cf_06_s264_aih_similar_repl_rt_2024_summary.csv,not_executed
run267cf_07_s264_lc_similar_repl_ta_2024,run267cf_07_s264_lc_similar_repl,s264_lowrank_control,s264_lc,defensive_control,similar_replacement_impulse,rep_trend_strength_adx,Tier A,tier_only_total,mt5_ta_s264_lc_similar_repl,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CF/pool_wide_orthogonal_loss_shape_state_materialization/mt5/run267cf_07_s264_lc_similar_repl_ta_2024.set,4b01f3dcd745894125cc6bcc6eec01b508e52ce12f426ee751a0f5cbf816f707,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CF/pool_wide_orthogonal_loss_shape_state_materialization/mt5/run267cf_07_s264_lc_similar_repl_ta_2024.ini,94dd2d79b1d055935d086eda80a0751f664a4eacd8ffd9431df93c5c6875b268,OPV2/s267cf/run267CF_orthogonal_loss_shape_state/s264_lc/run267cf_07_s264_lc_similar_repl/telemetry/run267cf_07_s264_lc_similar_repl_ta_2024_telemetry.csv,OPV2/s267cf/run267CF_orthogonal_loss_shape_state/s264_lc/run267cf_07_s264_lc_similar_repl/telemetry/run267cf_07_s264_lc_similar_repl_ta_2024_summary.csv,not_executed
run267cf_07_s264_lc_similar_repl_rt_2024,run267cf_07_s264_lc_similar_repl,s264_lowrank_control,s264_lc,defensive_control,similar_replacement_impulse,rep_trend_strength_adx,Tier A+B,routed_total_duplicate_boundary,mt5_rt_s264_lc_similar_repl,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CF/pool_wide_orthogonal_loss_shape_state_materialization/mt5/run267cf_07_s264_lc_similar_repl_rt_2024.set,9a4f8aa9af8f5a3161ca4b92c5e698c887b33af19bc4934926118bee452d3d68,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CF/pool_wide_orthogonal_loss_shape_state_materialization/mt5/run267cf_07_s264_lc_similar_repl_rt_2024.ini,f3bc1f27d6bdac210ba04201804014c4dec9279b6210658a9de38e85b52f70a0,OPV2/s267cf/run267CF_orthogonal_loss_shape_state/s264_lc/run267cf_07_s264_lc_similar_repl/telemetry/run267cf_07_s264_lc_similar_repl_rt_2024_telemetry.csv,OPV2/s267cf/run267CF_orthogonal_loss_shape_state/s264_lc/run267cf_07_s264_lc_similar_repl/telemetry/run267cf_07_s264_lc_similar_repl_rt_2024_summary.csv,not_executed
run267cf_08_s262_lih_similar_repl_ta_2024,run267cf_08_s262_lih_similar_repl,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,similar_replacement_impulse,rep_trend_strength_adx,Tier A,tier_only_total,mt5_ta_s262_lih_similar_repl,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CF/pool_wide_orthogonal_loss_shape_state_materialization/mt5/run267cf_08_s262_lih_similar_repl_ta_2024.set,024218723cd1f8c664e9d9f7a6c3b319e3af3f9e33c7746aac4f687c8b7247eb,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CF/pool_wide_orthogonal_loss_shape_state_materialization/mt5/run267cf_08_s262_lih_similar_repl_ta_2024.ini,09dae2b498a444b51ac3fc442152c96a1319504350c616f59e8d64c67707b5a8,OPV2/s267cf/run267CF_orthogonal_loss_shape_state/s262_lih/run267cf_08_s262_lih_similar_repl/telemetry/run267cf_08_s262_lih_similar_repl_ta_2024_telemetry.csv,OPV2/s267cf/run267CF_orthogonal_loss_shape_state/s262_lih/run267cf_08_s262_lih_similar_repl/telemetry/run267cf_08_s262_lih_similar_repl_ta_2024_summary.csv,not_executed
run267cf_08_s262_lih_similar_repl_rt_2024,run267cf_08_s262_lih_similar_repl,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,similar_replacement_impulse,rep_trend_strength_adx,Tier A+B,routed_total_duplicate_boundary,mt5_rt_s262_lih_similar_repl,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CF/pool_wide_orthogonal_loss_shape_state_materialization/mt5/run267cf_08_s262_lih_similar_repl_rt_2024.set,77cfbb005cfc446fd64d947b2c13399bd90e6371a39acd87a359e7ac523d0f2f,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CF/pool_wide_orthogonal_loss_shape_state_materialization/mt5/run267cf_08_s262_lih_similar_repl_rt_2024.ini,03f37c9646523cccdb1e105f67f0e61ba1322584449de9ceb8ab583d820d59f6,OPV2/s267cf/run267CF_orthogonal_loss_shape_state/s262_lih/run267cf_08_s262_lih_similar_repl/telemetry/run267cf_08_s262_lih_similar_repl_rt_2024_telemetry.csv,OPV2/s267cf/run267CF_orthogonal_loss_shape_state/s262_lih/run267cf_08_s262_lih_similar_repl/telemetry/run267cf_08_s262_lih_similar_repl_rt_2024_summary.csv,not_executed
run267cf_09_s264_aia_similar_repl_ta_2024,run267cf_09_s264_aia_similar_repl,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,similar_replacement_impulse,rep_trend_strength_adx,Tier A,tier_only_total,mt5_ta_s264_aia_similar_repl,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CF/pool_wide_orthogonal_loss_shape_state_materialization/mt5/run267cf_09_s264_aia_similar_repl_ta_2024.set,0e5a929a7e52e87904e876669efddfa7e598f34487e43a7e84c3bde95b8490ba,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CF/pool_wide_orthogonal_loss_shape_state_materialization/mt5/run267cf_09_s264_aia_similar_repl_ta_2024.ini,7db411520b73ed37c539b8527987cdee679e020be500d39078dd732adc3e3c82,OPV2/s267cf/run267CF_orthogonal_loss_shape_state/s264_aia/run267cf_09_s264_aia_similar_repl/telemetry/run267cf_09_s264_aia_similar_repl_ta_2024_telemetry.csv,OPV2/s267cf/run267CF_orthogonal_loss_shape_state/s264_aia/run267cf_09_s264_aia_similar_repl/telemetry/run267cf_09_s264_aia_similar_repl_ta_2024_summary.csv,not_executed
run267cf_09_s264_aia_similar_repl_rt_2024,run267cf_09_s264_aia_similar_repl,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,similar_replacement_impulse,rep_trend_strength_adx,Tier A+B,routed_total_duplicate_boundary,mt5_rt_s264_aia_similar_repl,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CF/pool_wide_orthogonal_loss_shape_state_materialization/mt5/run267cf_09_s264_aia_similar_repl_rt_2024.set,523d18de0326c60318ce0f1d3488e36827557926c36d204cdbc46a9424948b20,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CF/pool_wide_orthogonal_loss_shape_state_materialization/mt5/run267cf_09_s264_aia_similar_repl_rt_2024.ini,153029977efe49148271193cf37a46cca0dad2bf26e56b5207a622dfff12d1bd,OPV2/s267cf/run267CF_orthogonal_loss_shape_state/s264_aia/run267cf_09_s264_aia_similar_repl/telemetry/run267cf_09_s264_aia_similar_repl_rt_2024_telemetry.csv,OPV2/s267cf/run267CF_orthogonal_loss_shape_state/s264_aia/run267cf_09_s264_aia_similar_repl/telemetry/run267cf_09_s264_aia_similar_repl_rt_2024_summary.csv,not_executed
run267cf_10_s258_stc_similar_repl_ta_2024,run267cf_10_s258_stc_similar_repl,s258_short_tight_control,s258_stc,stress_challenger,similar_replacement_impulse,rep_trend_strength_adx,Tier A,tier_only_total,mt5_ta_s258_stc_similar_repl,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CF/pool_wide_orthogonal_loss_shape_state_materialization/mt5/run267cf_10_s258_stc_similar_repl_ta_2024.set,5549d3fd2207268d19cf8c589ed61d448f48d77b19904bf46602d449f758a9ae,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CF/pool_wide_orthogonal_loss_shape_state_materialization/mt5/run267cf_10_s258_stc_similar_repl_ta_2024.ini,0dc4239f725e09c518476aafeffd9859a9f572902480d3e59ca245615a332e4e,OPV2/s267cf/run267CF_orthogonal_loss_shape_state/s258_stc/run267cf_10_s258_stc_similar_repl/telemetry/run267cf_10_s258_stc_similar_repl_ta_2024_telemetry.csv,OPV2/s267cf/run267CF_orthogonal_loss_shape_state/s258_stc/run267cf_10_s258_stc_similar_repl/telemetry/run267cf_10_s258_stc_similar_repl_ta_2024_summary.csv,not_executed
run267cf_10_s258_stc_similar_repl_rt_2024,run267cf_10_s258_stc_similar_repl,s258_short_tight_control,s258_stc,stress_challenger,similar_replacement_impulse,rep_trend_strength_adx,Tier A+B,routed_total_duplicate_boundary,mt5_rt_s258_stc_similar_repl,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CF/pool_wide_orthogonal_loss_shape_state_materialization/mt5/run267cf_10_s258_stc_similar_repl_rt_2024.set,86118c4e135d9150c8f971d8962da9177a3b34b10788c6f774450fc10bb54e74,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CF/pool_wide_orthogonal_loss_shape_state_materialization/mt5/run267cf_10_s258_stc_similar_repl_rt_2024.ini,b90f1680be08317a5ddb57dea7c8e808691ef680deeeaefd302677a4bfef5ff8,OPV2/s267cf/run267CF_orthogonal_loss_shape_state/s258_stc/run267cf_10_s258_stc_similar_repl/telemetry/run267cf_10_s258_stc_similar_repl_rt_2024_telemetry.csv,OPV2/s267cf/run267CF_orthogonal_loss_shape_state/s258_stc/run267cf_10_s258_stc_similar_repl/telemetry/run267cf_10_s258_stc_similar_repl_rt_2024_summary.csv,not_executed
