run_id,source_variant_id,attempt_name,split,tier_scope,route_role,tester_status,runtime_status,report_status,net_profit,profit_factor,trade_count,report_path
run03H_et_v02_tier_balance_mt5_v1,v02_dense_leaf10_q90,tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,completed,completed,completed,-157.92,0.82,87,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v02_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v02_tier_balance_mt5_v1_tier_b_fallback_only_oos.htm
run03H_et_v02_tier_balance_mt5_v1,v02_dense_leaf10_q90,routed_oos,oos,Tier A+B,routed_total,completed,completed,completed,238.7,1.27,266,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v02_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v02_tier_balance_mt5_v1_routed_oos.htm
run03H_et_v03_tier_balance_mt5_v1,v03_smooth_leaf40_q90,tier_a_only_validation_is,validation_is,Tier A,tier_only_total,completed,completed,completed,-312.55,0.77,231,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v03_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v03_tier_balance_mt5_v1_tier_a_only_validation_is.htm
run03H_et_v03_tier_balance_mt5_v1,v03_smooth_leaf40_q90,tier_b_fallback_only_validation_is,validation_is,Tier B,tier_b_fallback_only_total,completed,completed,completed,257.76,2.15,66,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v03_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v03_tier_balance_mt5_v1_tier_b_fallback_only_validation_is.htm
run03H_et_v03_tier_balance_mt5_v1,v03_smooth_leaf40_q90,routed_validation_is,validation_is,Tier A+B,routed_total,completed,completed,completed,-303.78,0.8,302,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v03_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v03_tier_balance_mt5_v1_routed_validation_is.htm
run03H_et_v03_tier_balance_mt5_v1,v03_smooth_leaf40_q90,tier_a_only_oos,oos,Tier A,tier_only_total,completed,completed,completed,274.44,1.42,166,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v03_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v03_tier_balance_mt5_v1_tier_a_only_oos.htm
run03H_et_v03_tier_balance_mt5_v1,v03_smooth_leaf40_q90,tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,completed,completed,completed,-146.76,0.8,65,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v03_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v03_tier_balance_mt5_v1_tier_b_fallback_only_oos.htm
run03H_et_v03_tier_balance_mt5_v1,v03_smooth_leaf40_q90,routed_oos,oos,Tier A+B,routed_total,completed,completed,completed,323.33,1.37,251,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v03_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v03_tier_balance_mt5_v1_routed_oos.htm
run03H_et_v04_tier_balance_mt5_v1,v04_log2_features_leaf20_q90,tier_a_only_validation_is,validation_is,Tier A,tier_only_total,completed,completed,completed,-45.4,0.96,232,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v04_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v04_tier_balance_mt5_v1_tier_a_only_validation_is.htm
run03H_et_v04_tier_balance_mt5_v1,v04_log2_features_leaf20_q90,tier_b_fallback_only_validation_is,validation_is,Tier B,tier_b_fallback_only_total,completed,completed,completed,91.79,1.21,71,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v04_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v04_tier_balance_mt5_v1_tier_b_fallback_only_validation_is.htm
run03H_et_v04_tier_balance_mt5_v1,v04_log2_features_leaf20_q90,routed_validation_is,validation_is,Tier A+B,routed_total,completed,completed,completed,-127.55,0.92,308,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v04_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v04_tier_balance_mt5_v1_routed_validation_is.htm
run03H_et_v04_tier_balance_mt5_v1,v04_log2_features_leaf20_q90,tier_a_only_oos,oos,Tier A,tier_only_total,completed,completed,completed,204.39,1.31,161,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v04_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v04_tier_balance_mt5_v1_tier_a_only_oos.htm
run03H_et_v04_tier_balance_mt5_v1,v04_log2_features_leaf20_q90,tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,completed,completed,completed,-131.25,0.83,72,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v04_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v04_tier_balance_mt5_v1_tier_b_fallback_only_oos.htm
run03H_et_v04_tier_balance_mt5_v1,v04_log2_features_leaf20_q90,routed_oos,oos,Tier A+B,routed_total,completed,completed,completed,195.55,1.22,251,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v04_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v04_tier_balance_mt5_v1_routed_oos.htm
run03H_et_v05_tier_balance_mt5_v1,v05_half_features_leaf20_q90,tier_a_only_validation_is,validation_is,Tier A,tier_only_total,completed,completed,completed,-131.23,0.89,217,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v05_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v05_tier_balance_mt5_v1_tier_a_only_validation_is.htm
run03H_et_v05_tier_balance_mt5_v1,v05_half_features_leaf20_q90,tier_b_fallback_only_validation_is,validation_is,Tier B,tier_b_fallback_only_total,completed,completed,completed,232.4,1.57,74,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v05_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v05_tier_balance_mt5_v1_tier_b_fallback_only_validation_is.htm
run03H_et_v05_tier_balance_mt5_v1,v05_half_features_leaf20_q90,routed_validation_is,validation_is,Tier A+B,routed_total,completed,completed,completed,-47.05,0.96,290,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v05_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v05_tier_balance_mt5_v1_routed_validation_is.htm
run03H_et_v05_tier_balance_mt5_v1,v05_half_features_leaf20_q90,tier_a_only_oos,oos,Tier A,tier_only_total,completed,completed,completed,180.74,1.29,158,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v05_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v05_tier_balance_mt5_v1_tier_a_only_oos.htm
run03H_et_v05_tier_balance_mt5_v1,v05_half_features_leaf20_q90,tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,completed,completed,completed,-270.49,0.68,75,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v05_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v05_tier_balance_mt5_v1_tier_b_fallback_only_oos.htm
run03H_et_v05_tier_balance_mt5_v1,v05_half_features_leaf20_q90,routed_oos,oos,Tier A+B,routed_total,completed,completed,completed,272.9,1.34,245,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v05_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v05_tier_balance_mt5_v1_routed_oos.htm
run03H_et_v06_tier_balance_mt5_v1,v06_entropy_leaf20_q90,tier_a_only_validation_is,validation_is,Tier A,tier_only_total,completed,completed,completed,-302.9,0.78,231,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v06_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v06_tier_balance_mt5_v1_tier_a_only_validation_is.htm
run03H_et_v06_tier_balance_mt5_v1,v06_entropy_leaf20_q90,tier_b_fallback_only_validation_is,validation_is,Tier B,tier_b_fallback_only_total,completed,completed,completed,232.12,1.7,72,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v06_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v06_tier_balance_mt5_v1_tier_b_fallback_only_validation_is.htm
run03H_et_v06_tier_balance_mt5_v1,v06_entropy_leaf20_q90,routed_validation_is,validation_is,Tier A+B,routed_total,completed,completed,completed,-295.16,0.81,305,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v06_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v06_tier_balance_mt5_v1_routed_validation_is.htm
run03H_et_v06_tier_balance_mt5_v1,v06_entropy_leaf20_q90,tier_a_only_oos,oos,Tier A,tier_only_total,completed,completed,completed,187.36,1.31,157,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v06_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v06_tier_balance_mt5_v1_tier_a_only_oos.htm
run03H_et_v06_tier_balance_mt5_v1,v06_entropy_leaf20_q90,tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,completed,completed,completed,-98.73,0.87,73,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v06_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v06_tier_balance_mt5_v1_tier_b_fallback_only_oos.htm
run03H_et_v06_tier_balance_mt5_v1,v06_entropy_leaf20_q90,routed_oos,oos,Tier A+B,routed_total,completed,completed,completed,292.49,1.38,245,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v06_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v06_tier_balance_mt5_v1_routed_oos.htm
run03H_et_v07_tier_balance_mt5_v1,v07_balanced_subsample_leaf20_q90,tier_a_only_validation_is,validation_is,Tier A,tier_only_total,completed,completed,completed,-129.16,0.9,241,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v07_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v07_tier_balance_mt5_v1_tier_a_only_validation_is.htm
run03H_et_v07_tier_balance_mt5_v1,v07_balanced_subsample_leaf20_q90,tier_b_fallback_only_validation_is,validation_is,Tier B,tier_b_fallback_only_total,completed,completed,completed,114.09,1.29,69,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v07_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v07_tier_balance_mt5_v1_tier_b_fallback_only_validation_is.htm
run03H_et_v07_tier_balance_mt5_v1,v07_balanced_subsample_leaf20_q90,routed_validation_is,validation_is,Tier A+B,routed_total,completed,completed,completed,-174.01,0.88,315,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v07_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v07_tier_balance_mt5_v1_routed_validation_is.htm
run03H_et_v07_tier_balance_mt5_v1,v07_balanced_subsample_leaf20_q90,tier_a_only_oos,oos,Tier A,tier_only_total,completed,completed,completed,240.98,1.36,164,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v07_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v07_tier_balance_mt5_v1_tier_a_only_oos.htm
run03H_et_v07_tier_balance_mt5_v1,v07_balanced_subsample_leaf20_q90,tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,completed,completed,completed,51.21,1.08,68,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v07_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v07_tier_balance_mt5_v1_tier_b_fallback_only_oos.htm
run03H_et_v07_tier_balance_mt5_v1,v07_balanced_subsample_leaf20_q90,routed_oos,oos,Tier A+B,routed_total,completed,completed,completed,262.33,1.29,246,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v07_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v07_tier_balance_mt5_v1_routed_oos.htm
run03H_et_v08_tier_balance_mt5_v1,v08_depth12_leaf20_q90,tier_a_only_validation_is,validation_is,Tier A,tier_only_total,completed,completed,completed,-204.49,0.83,215,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v08_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v08_tier_balance_mt5_v1_tier_a_only_validation_is.htm
run03H_et_v08_tier_balance_mt5_v1,v08_depth12_leaf20_q90,tier_b_fallback_only_validation_is,validation_is,Tier B,tier_b_fallback_only_total,completed,completed,completed,151.08,1.45,67,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v08_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v08_tier_balance_mt5_v1_tier_b_fallback_only_validation_is.htm
run03H_et_v08_tier_balance_mt5_v1,v08_depth12_leaf20_q90,routed_validation_is,validation_is,Tier A+B,routed_total,completed,completed,completed,-205.26,0.85,284,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v08_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v08_tier_balance_mt5_v1_routed_validation_is.htm
run03H_et_v08_tier_balance_mt5_v1,v08_depth12_leaf20_q90,tier_a_only_oos,oos,Tier A,tier_only_total,completed,completed,completed,360.46,1.64,154,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v08_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v08_tier_balance_mt5_v1_tier_a_only_oos.htm
run03H_et_v08_tier_balance_mt5_v1,v08_depth12_leaf20_q90,tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,completed,completed,completed,-188,0.75,67,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v08_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v08_tier_balance_mt5_v1_tier_b_fallback_only_oos.htm
run03H_et_v08_tier_balance_mt5_v1,v08_depth12_leaf20_q90,routed_oos,oos,Tier A+B,routed_total,completed,completed,completed,401.4,1.49,243,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v08_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v08_tier_balance_mt5_v1_routed_oos.htm
run03H_et_v09_tier_balance_mt5_v1,v09_depth8_leaf10_q90,tier_a_only_validation_is,validation_is,Tier A,tier_only_total,completed,completed,completed,-55.71,0.95,224,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v09_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v09_tier_balance_mt5_v1_tier_a_only_validation_is.htm
run03H_et_v09_tier_balance_mt5_v1,v09_depth8_leaf10_q90,tier_b_fallback_only_validation_is,validation_is,Tier B,tier_b_fallback_only_total,completed,completed,completed,-11.04,0.98,69,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v09_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v09_tier_balance_mt5_v1_tier_b_fallback_only_validation_is.htm
run03H_et_v09_tier_balance_mt5_v1,v09_depth8_leaf10_q90,routed_validation_is,validation_is,Tier A+B,routed_total,completed,completed,completed,-121.4,0.91,295,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v09_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v09_tier_balance_mt5_v1_routed_validation_is.htm
run03H_et_v09_tier_balance_mt5_v1,v09_depth8_leaf10_q90,tier_a_only_oos,oos,Tier A,tier_only_total,completed,completed,completed,313.62,1.56,153,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v09_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v09_tier_balance_mt5_v1_tier_a_only_oos.htm
run03H_et_v09_tier_balance_mt5_v1,v09_depth8_leaf10_q90,tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,completed,completed,completed,-314.31,0.61,70,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v09_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v09_tier_balance_mt5_v1_tier_b_fallback_only_oos.htm
run03H_et_v09_tier_balance_mt5_v1,v09_depth8_leaf10_q90,routed_oos,oos,Tier A+B,routed_total,completed,completed,completed,227.87,1.28,236,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v09_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v09_tier_balance_mt5_v1_routed_oos.htm
run03H_et_v10_tier_balance_mt5_v1,v10_bootstrap70_leaf20_q90,tier_a_only_validation_is,validation_is,Tier A,tier_only_total,completed,completed,completed,-378.8,0.74,240,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v10_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v10_tier_balance_mt5_v1_tier_a_only_validation_is.htm
run03H_et_v10_tier_balance_mt5_v1,v10_bootstrap70_leaf20_q90,tier_b_fallback_only_validation_is,validation_is,Tier B,tier_b_fallback_only_total,completed,completed,completed,287.16,1.73,71,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v10_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v10_tier_balance_mt5_v1_tier_b_fallback_only_validation_is.htm
run03H_et_v10_tier_balance_mt5_v1,v10_bootstrap70_leaf20_q90,routed_validation_is,validation_is,Tier A+B,routed_total,completed,completed,completed,-355.46,0.78,316,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v10_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v10_tier_balance_mt5_v1_routed_validation_is.htm
run03H_et_v10_tier_balance_mt5_v1,v10_bootstrap70_leaf20_q90,tier_a_only_oos,oos,Tier A,tier_only_total,completed,completed,completed,243.44,1.37,168,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v10_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v10_tier_balance_mt5_v1_tier_a_only_oos.htm
run03H_et_v10_tier_balance_mt5_v1,v10_bootstrap70_leaf20_q90,tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,completed,completed,completed,225.91,1.36,76,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v10_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v10_tier_balance_mt5_v1_tier_b_fallback_only_oos.htm
run03H_et_v10_tier_balance_mt5_v1,v10_bootstrap70_leaf20_q90,routed_oos,oos,Tier A+B,routed_total,completed,completed,completed,259.86,1.28,270,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v10_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v10_tier_balance_mt5_v1_routed_oos.htm
run03H_et_v11_tier_balance_mt5_v1,v11_base_leaf20_q85,tier_a_only_validation_is,validation_is,Tier A,tier_only_total,completed,completed,completed,-190.67,0.89,331,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v11_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v11_tier_balance_mt5_v1_tier_a_only_validation_is.htm
run03H_et_v11_tier_balance_mt5_v1,v11_base_leaf20_q85,tier_b_fallback_only_validation_is,validation_is,Tier B,tier_b_fallback_only_total,completed,completed,completed,2.43,1,104,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v11_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v11_tier_balance_mt5_v1_tier_b_fallback_only_validation_is.htm
run03H_et_v11_tier_balance_mt5_v1,v11_base_leaf20_q85,routed_validation_is,validation_is,Tier A+B,routed_total,completed,completed,completed,-195.31,0.9,444,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v11_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v11_tier_balance_mt5_v1_routed_validation_is.htm
run03H_et_v11_tier_balance_mt5_v1,v11_base_leaf20_q85,tier_a_only_oos,oos,Tier A,tier_only_total,completed,completed,completed,399.69,1.44,240,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v11_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v11_tier_balance_mt5_v1_tier_a_only_oos.htm
run03H_et_v11_tier_balance_mt5_v1,v11_base_leaf20_q85,tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,completed,completed,completed,86.79,1.1,100,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v11_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v11_tier_balance_mt5_v1_tier_b_fallback_only_oos.htm
run03H_et_v11_tier_balance_mt5_v1,v11_base_leaf20_q85,routed_oos,oos,Tier A+B,routed_total,completed,completed,completed,545.83,1.47,368,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v11_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v11_tier_balance_mt5_v1_routed_oos.htm
run03H_et_v12_tier_balance_mt5_v1,v12_base_leaf20_q95,tier_a_only_validation_is,validation_is,Tier A,tier_only_total,completed,completed,completed,-61.38,0.91,113,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v12_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v12_tier_balance_mt5_v1_tier_a_only_validation_is.htm
run03H_et_v12_tier_balance_mt5_v1,v12_base_leaf20_q95,tier_b_fallback_only_validation_is,validation_is,Tier B,tier_b_fallback_only_total,completed,completed,completed,273.4,3.11,37,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v12_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v12_tier_balance_mt5_v1_tier_b_fallback_only_validation_is.htm
run03H_et_v12_tier_balance_mt5_v1,v12_base_leaf20_q95,routed_validation_is,validation_is,Tier A+B,routed_total,completed,completed,completed,-24.15,0.97,153,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v12_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v12_tier_balance_mt5_v1_routed_validation_is.htm
run03H_et_v12_tier_balance_mt5_v1,v12_base_leaf20_q95,tier_a_only_oos,oos,Tier A,tier_only_total,completed,completed,completed,250.66,2,85,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v12_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v12_tier_balance_mt5_v1_tier_a_only_oos.htm
run03H_et_v12_tier_balance_mt5_v1,v12_base_leaf20_q95,tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,completed,completed,completed,-84.66,0.79,37,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v12_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v12_tier_balance_mt5_v1_tier_b_fallback_only_oos.htm
