run_id,adapter_id,tier_scope,window_id,feature_file,from_date,to_date,window_rows,original_long_signals,original_short_signals,filtered_long_signals,filtered_short_signals,base_adx_removed_short_signals,firewall_removed_short_signals,adapter_blocked_long_signals,adapter_blocked_short_signals,rule_description,source_files
run47A_side_specific_short_permission_filter_v1,spf01_short_only,Tier A,w03_2025q4,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_a_spf01_short_only_w03_2025q4_s53.csv,2025.10.01,2026.01.01,3509,103,103,0,60,17,26,103,0,block all long entries and allow short entries from the Stage51 firewall stream,"c08_a_val_s45.csv,c08_a_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf01_short_only,Tier A,w04_2026q1,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_a_spf01_short_only_w04_2026q1_s53.csv,2026.01.01,2026.04.14,4075,72,57,0,35,9,13,72,0,block all long entries and allow short entries from the Stage51 firewall stream,"c08_a_val_s45.csv,c08_a_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf01_short_only,Tier B,w01_2025q2,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_b_spf01_short_only_w01_2025q2_s53.csv,2025.04.01,2025.07.01,495,8,9,0,9,0,0,8,0,block all long entries and allow short entries from the Stage51 firewall stream,"c08_b_val_s45.csv,c08_b_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf01_short_only,Tier B,w02_2025q3,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_b_spf01_short_only_w02_2025q3_s53.csv,2025.07.01,2025.10.01,1181,29,28,0,28,0,0,29,0,block all long entries and allow short entries from the Stage51 firewall stream,"c08_b_val_s45.csv,c08_b_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf01_short_only,Tier B,w03_2025q4,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_b_spf01_short_only_w03_2025q4_s53.csv,2025.10.01,2026.01.01,583,13,14,0,14,0,0,13,0,block all long entries and allow short entries from the Stage51 firewall stream,"c08_b_val_s45.csv,c08_b_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf01_short_only,Tier B,w04_2026q1,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_b_spf01_short_only_w04_2026q1_s53.csv,2026.01.01,2026.04.14,479,10,11,0,11,0,0,10,0,block all long entries and allow short entries from the Stage51 firewall stream,"c08_b_val_s45.csv,c08_b_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf02_validation_weak_strata_block,Tier A,w01_2025q2,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_a_spf02_validation_weak_strata_block_w01_2025q2_s53.csv,2025.04.01,2025.07.01,3597,61,72,34,22,11,21,27,18,"block validation-weak mid buys, di-short-mild buys, vol-mid sells, and ADX-lt20 sells","c08_a_val_s45.csv,c08_a_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf02_validation_weak_strata_block,Tier A,w02_2025q3,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_a_spf02_validation_weak_strata_block_w02_2025q3_s53.csv,2025.07.01,2025.10.01,2977,137,133,86,42,27,26,51,38,"block validation-weak mid buys, di-short-mild buys, vol-mid sells, and ADX-lt20 sells","c08_a_val_s45.csv,c08_a_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf02_validation_weak_strata_block,Tier A,w03_2025q4,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_a_spf02_validation_weak_strata_block_w03_2025q4_s53.csv,2025.10.01,2026.01.01,3509,103,103,59,25,17,26,44,35,"block validation-weak mid buys, di-short-mild buys, vol-mid sells, and ADX-lt20 sells","c08_a_val_s45.csv,c08_a_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf02_validation_weak_strata_block,Tier A,w04_2026q1,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_a_spf02_validation_weak_strata_block_w04_2026q1_s53.csv,2026.01.01,2026.04.14,4075,72,57,46,15,9,13,26,20,"block validation-weak mid buys, di-short-mild buys, vol-mid sells, and ADX-lt20 sells","c08_a_val_s45.csv,c08_a_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf02_validation_weak_strata_block,Tier B,w01_2025q2,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_b_spf02_validation_weak_strata_block_w01_2025q2_s53.csv,2025.04.01,2025.07.01,495,8,9,8,9,0,0,0,0,"block validation-weak mid buys, di-short-mild buys, vol-mid sells, and ADX-lt20 sells","c08_b_val_s45.csv,c08_b_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf02_validation_weak_strata_block,Tier B,w02_2025q3,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_b_spf02_validation_weak_strata_block_w02_2025q3_s53.csv,2025.07.01,2025.10.01,1181,29,28,29,28,0,0,0,0,"block validation-weak mid buys, di-short-mild buys, vol-mid sells, and ADX-lt20 sells","c08_b_val_s45.csv,c08_b_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf02_validation_weak_strata_block,Tier B,w03_2025q4,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_b_spf02_validation_weak_strata_block_w03_2025q4_s53.csv,2025.10.01,2026.01.01,583,13,14,13,14,0,0,0,0,"block validation-weak mid buys, di-short-mild buys, vol-mid sells, and ADX-lt20 sells","c08_b_val_s45.csv,c08_b_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf02_validation_weak_strata_block,Tier B,w04_2026q1,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_b_spf02_validation_weak_strata_block_w04_2026q1_s53.csv,2026.01.01,2026.04.14,479,10,11,10,11,0,0,0,0,"block validation-weak mid buys, di-short-mild buys, vol-mid sells, and ADX-lt20 sells","c08_b_val_s45.csv,c08_b_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf03_block_early_or_trend_buy,Tier A,w01_2025q2,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_a_spf03_block_early_or_trend_buy_w01_2025q2_s53.csv,2025.04.01,2025.07.01,3597,61,72,11,40,11,21,50,0,block long entries during early session or ADX greater than 25,"c08_a_val_s45.csv,c08_a_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf03_block_early_or_trend_buy,Tier A,w02_2025q3,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_a_spf03_block_early_or_trend_buy_w02_2025q3_s53.csv,2025.07.01,2025.10.01,2977,137,133,37,80,27,26,100,0,block long entries during early session or ADX greater than 25,"c08_a_val_s45.csv,c08_a_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf03_block_early_or_trend_buy,Tier A,w03_2025q4,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_a_spf03_block_early_or_trend_buy_w03_2025q4_s53.csv,2025.10.01,2026.01.01,3509,103,103,34,60,17,26,69,0,block long entries during early session or ADX greater than 25,"c08_a_val_s45.csv,c08_a_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf03_block_early_or_trend_buy,Tier A,w04_2026q1,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_a_spf03_block_early_or_trend_buy_w04_2026q1_s53.csv,2026.01.01,2026.04.14,4075,72,57,25,35,9,13,47,0,block long entries during early session or ADX greater than 25,"c08_a_val_s45.csv,c08_a_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf03_block_early_or_trend_buy,Tier B,w01_2025q2,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_b_spf03_block_early_or_trend_buy_w01_2025q2_s53.csv,2025.04.01,2025.07.01,495,8,9,8,9,0,0,0,0,block long entries during early session or ADX greater than 25,"c08_b_val_s45.csv,c08_b_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf03_block_early_or_trend_buy,Tier B,w02_2025q3,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_b_spf03_block_early_or_trend_buy_w02_2025q3_s53.csv,2025.07.01,2025.10.01,1181,29,28,29,28,0,0,0,0,block long entries during early session or ADX greater than 25,"c08_b_val_s45.csv,c08_b_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf03_block_early_or_trend_buy,Tier B,w03_2025q4,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_b_spf03_block_early_or_trend_buy_w03_2025q4_s53.csv,2025.10.01,2026.01.01,583,13,14,13,14,0,0,0,0,block long entries during early session or ADX greater than 25,"c08_b_val_s45.csv,c08_b_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf03_block_early_or_trend_buy,Tier B,w04_2026q1,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_b_spf03_block_early_or_trend_buy_w04_2026q1_s53.csv,2026.01.01,2026.04.14,479,10,11,10,11,0,0,0,0,block long entries during early session or ADX greater than 25,"c08_b_val_s45.csv,c08_b_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf04_late_buy_plus_short,Tier A,w01_2025q2,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_a_spf04_late_buy_plus_short_w01_2025q2_s53.csv,2025.04.01,2025.07.01,3597,61,72,11,40,11,21,50,0,allow longs only during late session and allow all shorts,"c08_a_val_s45.csv,c08_a_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf04_late_buy_plus_short,Tier A,w02_2025q3,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_a_spf04_late_buy_plus_short_w02_2025q3_s53.csv,2025.07.01,2025.10.01,2977,137,133,37,80,27,26,100,0,allow longs only during late session and allow all shorts,"c08_a_val_s45.csv,c08_a_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf04_late_buy_plus_short,Tier A,w03_2025q4,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_a_spf04_late_buy_plus_short_w03_2025q4_s53.csv,2025.10.01,2026.01.01,3509,103,103,24,60,17,26,79,0,allow longs only during late session and allow all shorts,"c08_a_val_s45.csv,c08_a_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf04_late_buy_plus_short,Tier A,w04_2026q1,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_a_spf04_late_buy_plus_short_w04_2026q1_s53.csv,2026.01.01,2026.04.14,4075,72,57,22,35,9,13,50,0,allow longs only during late session and allow all shorts,"c08_a_val_s45.csv,c08_a_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf04_late_buy_plus_short,Tier B,w01_2025q2,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_b_spf04_late_buy_plus_short_w01_2025q2_s53.csv,2025.04.01,2025.07.01,495,8,9,0,9,0,0,8,0,allow longs only during late session and allow all shorts,"c08_b_val_s45.csv,c08_b_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf04_late_buy_plus_short,Tier B,w02_2025q3,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_b_spf04_late_buy_plus_short_w02_2025q3_s53.csv,2025.07.01,2025.10.01,1181,29,28,0,28,0,0,29,0,allow longs only during late session and allow all shorts,"c08_b_val_s45.csv,c08_b_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf04_late_buy_plus_short,Tier B,w03_2025q4,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_b_spf04_late_buy_plus_short_w03_2025q4_s53.csv,2025.10.01,2026.01.01,583,13,14,0,14,0,0,13,0,allow longs only during late session and allow all shorts,"c08_b_val_s45.csv,c08_b_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf04_late_buy_plus_short,Tier B,w04_2026q1,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_b_spf04_late_buy_plus_short_w04_2026q1_s53.csv,2026.01.01,2026.04.14,479,10,11,0,11,0,0,10,0,allow longs only during late session and allow all shorts,"c08_b_val_s45.csv,c08_b_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf05_short_strength_only,Tier A,w01_2025q2,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_a_spf05_short_strength_only_w01_2025q2_s53.csv,2025.04.01,2025.07.01,3597,61,72,0,35,11,21,61,5,"block all longs and allow shorts only in late session, ADX greater than 25, or DI-short-strong context","c08_a_val_s45.csv,c08_a_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf05_short_strength_only,Tier A,w02_2025q3,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_a_spf05_short_strength_only_w02_2025q3_s53.csv,2025.07.01,2025.10.01,2977,137,133,0,69,27,26,137,11,"block all longs and allow shorts only in late session, ADX greater than 25, or DI-short-strong context","c08_a_val_s45.csv,c08_a_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf05_short_strength_only,Tier A,w03_2025q4,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_a_spf05_short_strength_only_w03_2025q4_s53.csv,2025.10.01,2026.01.01,3509,103,103,0,49,17,26,103,11,"block all longs and allow shorts only in late session, ADX greater than 25, or DI-short-strong context","c08_a_val_s45.csv,c08_a_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf05_short_strength_only,Tier A,w04_2026q1,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_a_spf05_short_strength_only_w04_2026q1_s53.csv,2026.01.01,2026.04.14,4075,72,57,0,30,9,13,72,5,"block all longs and allow shorts only in late session, ADX greater than 25, or DI-short-strong context","c08_a_val_s45.csv,c08_a_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf05_short_strength_only,Tier B,w01_2025q2,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_b_spf05_short_strength_only_w01_2025q2_s53.csv,2025.04.01,2025.07.01,495,8,9,0,0,0,0,8,9,"block all longs and allow shorts only in late session, ADX greater than 25, or DI-short-strong context","c08_b_val_s45.csv,c08_b_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf05_short_strength_only,Tier B,w02_2025q3,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_b_spf05_short_strength_only_w02_2025q3_s53.csv,2025.07.01,2025.10.01,1181,29,28,0,0,0,0,29,28,"block all longs and allow shorts only in late session, ADX greater than 25, or DI-short-strong context","c08_b_val_s45.csv,c08_b_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf05_short_strength_only,Tier B,w03_2025q4,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_b_spf05_short_strength_only_w03_2025q4_s53.csv,2025.10.01,2026.01.01,583,13,14,0,0,0,0,13,14,"block all longs and allow shorts only in late session, ADX greater than 25, or DI-short-strong context","c08_b_val_s45.csv,c08_b_oos_s45.csv"
run47A_side_specific_short_permission_filter_v1,spf05_short_strength_only,Tier B,w04_2026q1,stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/features/run47A_b_spf05_short_strength_only_w04_2026q1_s53.csv,2026.01.01,2026.04.14,479,10,11,0,0,0,0,10,11,"block all longs and allow shorts only in late session, ADX greater than 25, or DI-short-strong context","c08_b_val_s45.csv,c08_b_oos_s45.csv"
